resampling_id,shift,coef
0,0.009325444411892453,0.015327258251222073
1,0.009708252314728737,0.01523514778776265
2,0.010349748392085995,0.015080792298873871
3,0.009920778559400822,0.015184010152544057
4,0.006559351191888253,0.01599283000817597
5,0.009055953218020107,0.015392102677321703
6,0.009245094302966411,0.015346591931946426
7,0.010141811709223368,0.015130825603010965
8,0.011024225333454887,0.014918501021181104
9,0.011397243681227624,0.014828746100664442
10,0.011121263191026437,0.014895151968123922
11,0.010659656554851134,0.01500622282345119
12,0.00791807197288523,0.015665897361482106
13,0.006608263427499303,0.015981060844954445
14,0.006021732016592937,0.016122190846952357
15,0.0050658854523980765,0.016352184714298793
16,0.007803586455061073,0.015394395930648551
17,0.010470373577572273,0.015390172780605343
18,0.008283126523524642,0.015391053940086281
19,0.009665121773894642,0.01539317288352881
