outer_resampling_id,train_mse
0,8.057624993268903e-06
1,7.974435834685064e-06
2,7.893907457821836e-06
3,8.089261537778268e-06
4,7.892625348854014e-06
5,8.144812281919333e-06
6,6.710084808483973e-06
7,7.383552563989625e-06
8,7.067814536731328e-06
9,7.203822657464961e-06
10,7.610452233400665e-06
11,7.917053274370252e-06
12,8.02521569224816e-06
13,7.621467924318333e-06
14,7.367051167902932e-06
15,6.841671861560228e-06
16,8.092190025688833e-06
17,8.077421911559183e-06
18,8.124288164893523e-06
19,8.132041156183375e-06
