,time_step,stimulus,type,familiarity,novelty,n_fam,steady
0,0,0,fam,0.001949317738791423,6.240275845170769,1,5.636184371835749
1,1,1,fam,0.0019473684210526314,6.241276345504353,1,5.636184371835749
2,2,2,fam,0.001945421052631579,6.242276845837937,1,5.636184371835749
3,3,0,fam,0.0029414766315789477,5.828843568080595,1,5.636184371835749
4,4,1,fam,0.0029395331559473685,5.829504500734185,1,5.636184371835749
5,5,2,fam,0.002937591623791421,5.830165208920361,1,5.636184371835749
6,6,0,fam,0.003930662023172629,5.538947413554211,1,5.636184371835749
7,7,1,fam,0.003928724372139461,5.539440493032675,1,5.636184371835749
8,8,3,nov,0.0019337776687523274,6.248279847839438,1,5.636184371835749
9,9,0,fam,0.00491688282515852,5.315080521391804,1,5.636184371835749
10,10,1,fam,0.004914950981267435,5.315473498725226,1,5.636184371835749
11,11,2,fam,0.003915020069220242,5.5429348233149,1,5.636184371835749
12,12,0,fam,0.005900147922414637,5.132777856789049,1,5.636184371835749
13,13,1,fam,0.005898221868261625,5.13310435175476,1,5.636184371835749
14,14,2,fam,0.00490128775015777,5.318257302238398,1,5.636184371835749
0,0,0,fam,0.001949317738791423,6.240275845170769,3,5.19391614862844
1,1,1,fam,0.0019473684210526314,6.241276345504353,3,5.19391614862844
2,2,2,fam,0.001945421052631579,6.242276845837937,3,5.19391614862844
3,3,0,fam,0.0029414766315789477,5.828843568080595,3,5.19391614862844
4,4,1,fam,0.0029395331559473685,5.829504500734185,3,5.19391614862844
5,5,2,fam,0.002937591623791421,5.830165208920361,3,5.19391614862844
6,6,0,fam,0.003930662023172629,5.538947413554211,3,5.19391614862844
7,7,1,fam,0.003928724372139461,5.539440493032675,3,5.19391614862844
8,8,2,fam,0.003926788658757327,5.539933322314149,3,5.19391614862844
9,9,0,fam,0.00491688282515852,5.315080521391804,3,5.19391614862844
10,10,1,fam,0.004914950981267435,5.315473498725226,3,5.19391614862844
11,11,2,fam,0.0049130210692202424,5.3158662373415115,3,5.19391614862844
12,12,0,fam,0.005900147922414637,5.132777856789049,3,5.19391614862844
13,13,1,fam,0.005898221868261625,5.13310435175476,3,5.19391614862844
14,14,3,nov,0.0019222039707582866,6.254282849840939,3,5.19391614862844
15,15,0,fam,0.006880466173191013,4.9790688716010845,3,5.19391614862844
