outer_resampling_id,train_mse
0,1.4482588407490458e-05
1,1.4508670761076428e-05
2,1.4412675376794958e-05
3,1.4411983919227897e-05
4,1.4497391866978167e-05
5,1.4510701101168203e-05
6,1.2994925531021185e-05
7,1.3085616963883395e-05
8,1.217550741366092e-05
9,1.197481593480901e-05
10,1.2378763347855333e-05
11,1.2703837607940252e-05
12,1.4341754004601094e-05
13,1.3940680366707599e-05
14,1.3741421487203417e-05
15,1.3300085122955234e-05
16,1.422477388111365e-05
17,1.4458160824255397e-05
18,1.450679049005154e-05
19,1.4394705928874106e-05
