outer_resampling_id,train_mse
0,7.390044309276112e-06
1,7.995413557452414e-06
2,8.119165628179147e-06
3,7.885394338696328e-06
4,7.968098466055883e-06
5,8.171229634554705e-06
6,7.990560679732041e-06
7,8.152170315838673e-06
8,8.0063965155052e-06
9,7.795382122538477e-06
10,7.828950466678598e-06
11,7.808998943405693e-06
12,8.118126814782958e-06
13,7.081660831131584e-06
14,7.140099913705358e-06
15,7.5314324363903915e-06
16,5.3858325532375165e-06
17,7.697857761991466e-06
18,8.020669432067947e-06
19,7.791382731422319e-06
