resampling_id,shift,coef
0,-522.0210783457976,194.32665834845508
1,-509.6727729234922,189.73054260339984
2,-494.03155963295865,183.90878615798556
3,-486.48536023840296,181.10004401326813
4,-488.54341461873634,181.8660645981911
5,-499.9124733914731,186.09769867616978
6,-509.80997654884777,189.7816106423947
7,-502.6753880303588,187.1260726146619
8,-489.64104362158093,182.27460891015
9,-484.56450948342524,180.3850914673401
10,-485.25052761020305,180.64043166231443
11,-484.8389167341364,180.4872275453298
12,-505.00784966120096,187.99422927749924
13,-499.9124465833711,186.09768869802812
14,-499.9124733913459,186.09769867612238
15,-499.91247339157303,186.0976986762069
16,-535.5707557894069,199.3664342376648
17,-505.0750441143933,188.02076036900988
18,-502.15007262074414,186.93120616361674
19,-503.7609418267244,187.53125622040082
