,time_step,stimulus,type,familiarity,novelty,n_fam,steady
0,0,0,fam,0.015873015873015872,4.143134726391533,1,2.7438269464654006
1,1,1,fam,0.014705882352941176,4.219507705176107,1,2.7438269464654006
2,2,2,fam,0.013888888888888888,4.276666119016055,1,2.7438269464654006
3,3,0,fam,0.05585106382978723,2.8850667056664716,1,2.7438269464654006
4,4,1,fam,0.05401234567901234,2.918542634862861,1,2.7438269464654006
5,5,2,fam,0.05262630312750601,2.9445392247682487,1,2.7438269464654006
6,6,0,fam,0.07168395410969668,2.6354883484761804,1,2.7438269464654006
7,7,1,fam,0.07054861261484208,2.6514532661517727,1,2.7438269464654006
8,8,3,nov,0.011932363165386753,4.428500976538471,1,2.7438269464654006
9,9,0,fam,0.07888588531188341,2.539752960519147,1,2.7438269464654006
10,10,1,fam,0.07826537284648362,2.547650010755213,1,2.7438269464654006
11,11,2,fam,0.0405027242968982,3.2063860405418603,1,2.7438269464654006
12,12,0,fam,0.08236661704773722,2.496575057071033,1,2.7438269464654006
13,13,1,fam,0.08203991280902345,2.5005494085646816,1,2.7438269464654006
14,14,2,fam,0.06292666050594777,2.7657853496566034,1,2.7438269464654006
0,0,0,fam,0.015873015873015872,4.143134726391533,3,2.517015840003245
1,1,1,fam,0.014705882352941176,4.219507705176107,3,2.517015840003245
2,2,2,fam,0.013888888888888888,4.276666119016055,3,2.517015840003245
3,3,0,fam,0.05585106382978723,2.8850667056664716,3,2.517015840003245
4,4,1,fam,0.05401234567901234,2.918542634862861,3,2.517015840003245
5,5,2,fam,0.05262630312750601,2.9445392247682487,3,2.517015840003245
6,6,0,fam,0.07168395410969668,2.6354883484761804,3,2.517015840003245
7,7,1,fam,0.07054861261484208,2.6514532661517727,3,2.517015840003245
8,8,2,fam,0.06966590910479402,2.664044189838425,3,2.517015840003245
9,9,0,fam,0.07888588531188341,2.539752960519147,3,2.517015840003245
10,10,1,fam,0.07826537284648362,2.547650010755213,3,2.517015840003245
11,11,2,fam,0.0777759474471647,2.553923054374021,3,2.517015840003245
12,12,0,fam,0.08236661704773722,2.496575057071033,3,2.517015840003245
13,13,1,fam,0.08203991280902345,2.5005494085646816,3,2.517015840003245
14,14,3,nov,0.011507415191001734,4.464763652189087,3,2.517015840003245
15,15,0,fam,0.0840981060400819,2.475771232588784,3,2.517015840003245
16,16,1,fam,0.08392862929082592,2.4777884925967673,3,2.517015840003245
17,17,2,fam,0.047195780884154756,3.053450778433546,3,2.517015840003245
18,18,0,fam,0.08497179249021657,2.4654359306235065,3,2.517015840003245
19,19,1,fam,0.08488446246045432,2.46646421230183,3,2.517015840003245
20,20,2,fam,0.06613536439541003,2.7160516616469232,3,2.517015840003245
0,0,0,fam,0.015873015873015872,4.143134726391533,8,2.456882766264524
1,1,1,fam,0.014705882352941176,4.219507705176107,8,2.456882766264524
2,2,2,fam,0.013888888888888888,4.276666119016055,8,2.456882766264524
3,3,0,fam,0.05585106382978723,2.8850667056664716,8,2.456882766264524
4,4,1,fam,0.05401234567901234,2.918542634862861,8,2.456882766264524
5,5,2,fam,0.05262630312750601,2.9445392247682487,8,2.456882766264524
6,6,0,fam,0.07168395410969668,2.6354883484761804,8,2.456882766264524
7,7,1,fam,0.07054861261484208,2.6514532661517727,8,2.456882766264524
8,8,2,fam,0.06966590910479402,2.664044189838425,8,2.456882766264524
9,9,0,fam,0.07888588531188341,2.539752960519147,8,2.456882766264524
10,10,1,fam,0.07826537284648362,2.547650010755213,8,2.456882766264524
11,11,2,fam,0.0777759474471647,2.553923054374021,8,2.456882766264524
12,12,0,fam,0.08236661704773722,2.496575057071033,8,2.456882766264524
13,13,1,fam,0.08203991280902345,2.5005494085646816,8,2.456882766264524
14,14,2,fam,0.08178040955488501,2.503717556050294,8,2.456882766264524
15,15,0,fam,0.0840981060400819,2.475771232588784,8,2.456882766264524
16,16,1,fam,0.08392862929082592,2.4777884925967673,8,2.456882766264524
17,17,2,fam,0.08379353890887453,2.479399375792639,8,2.456882766264524
18,18,0,fam,0.08497179249021657,2.4654359306235065,8,2.456882766264524
19,19,1,fam,0.08488446246045432,2.46646421230183,8,2.456882766264524
20,20,2,fam,0.08481472757581644,2.4672860770207867,8,2.456882766264524
21,21,0,fam,0.08541581211812153,2.460224041718446,8,2.456882766264524
22,22,1,fam,0.08537095548569926,2.460749335733704,8,2.456882766264524
23,23,2,fam,0.08533510408721146,2.4611693723639747,8,2.456882766264524
24,24,0,fam,0.0856422905528217,2.457576069321954,8,2.456882766264524
25,25,1,fam,0.08561928664293565,2.4578447099639598,8,2.456882766264524
26,26,2,fam,0.0856008924108106,2.4580595705288473,8,2.456882766264524
27,27,0,fam,0.0857580231676733,2.456225632675396,8,2.456882766264524
28,28,1,fam,0.08574623543012243,2.4563630955893294,8,2.456882766264524
29,29,3,nov,0.011368634121935912,4.47689710843272,8,2.456882766264524
30,30,0,fam,0.08581721958958193,2.455535598107399,8,2.456882766264524
31,31,1,fam,0.08581118172195337,2.455605957879848,8,2.456882766264524
32,32,2,fam,0.049434529105737604,3.007106129202074,8,2.456882766264524
33,33,0,fam,0.08584751279367253,2.4551826635938916,8,2.456882766264524
34,34,1,fam,0.08584442073885146,2.4552186822321325,8,2.456882766264524
35,35,2,fam,0.06722161961267924,2.699760362767178,8,2.456882766264524
0,0,0,fam,0.015873015873015872,4.143134726391533,18,2.45481519337823
1,1,1,fam,0.014705882352941176,4.219507705176107,18,2.45481519337823
2,2,2,fam,0.013888888888888888,4.276666119016055,18,2.45481519337823
3,3,0,fam,0.05585106382978723,2.8850667056664716,18,2.45481519337823
4,4,1,fam,0.05401234567901234,2.918542634862861,18,2.45481519337823
5,5,2,fam,0.05262630312750601,2.9445392247682487,18,2.45481519337823
6,6,0,fam,0.07168395410969668,2.6354883484761804,18,2.45481519337823
7,7,1,fam,0.07054861261484208,2.6514532661517727,18,2.45481519337823
8,8,2,fam,0.06966590910479402,2.664044189838425,18,2.45481519337823
9,9,0,fam,0.07888588531188341,2.539752960519147,18,2.45481519337823
10,10,1,fam,0.07826537284648362,2.547650010755213,18,2.45481519337823
11,11,2,fam,0.0777759474471647,2.553923054374021,18,2.45481519337823
12,12,0,fam,0.08236661704773722,2.496575057071033,18,2.45481519337823
13,13,1,fam,0.08203991280902345,2.5005494085646816,18,2.45481519337823
14,14,2,fam,0.08178040955488501,2.503717556050294,18,2.45481519337823
15,15,0,fam,0.0840981060400819,2.475771232588784,18,2.45481519337823
16,16,1,fam,0.08392862929082592,2.4777884925967673,18,2.45481519337823
17,17,2,fam,0.08379353890887453,2.479399375792639,18,2.45481519337823
18,18,0,fam,0.08497179249021657,2.4654359306235065,18,2.45481519337823
19,19,1,fam,0.08488446246045432,2.46646421230183,18,2.45481519337823
20,20,2,fam,0.08481472757581644,2.4672860770207867,18,2.45481519337823
21,21,0,fam,0.08541581211812153,2.460224041718446,18,2.45481519337823
22,22,1,fam,0.08537095548569926,2.460749335733704,18,2.45481519337823
23,23,2,fam,0.08533510408721146,2.4611693723639747,18,2.45481519337823
24,24,0,fam,0.0856422905528217,2.457576069321954,18,2.45481519337823
25,25,1,fam,0.08561928664293565,2.4578447099639598,18,2.45481519337823
26,26,2,fam,0.0856008924108106,2.4580595705288473,18,2.45481519337823
27,27,0,fam,0.0857580231676733,2.456225632675396,18,2.45481519337823
28,28,1,fam,0.08574623543012243,2.4563630955893294,18,2.45481519337823
29,29,2,fam,0.08573680757300736,2.456473052316939,18,2.45481519337823
30,30,0,fam,0.08581721958958193,2.455535598107399,18,2.45481519337823
31,31,1,fam,0.08581118172195337,2.455605957879848,18,2.45481519337823
32,32,2,fam,0.0858063520395397,2.4556622421336667,18,2.45481519337823
33,33,0,fam,0.08584751279367253,2.4551826635938916,18,2.45481519337823
34,34,1,fam,0.08584442073885146,2.4552186822321325,18,2.45481519337823
35,35,2,fam,0.0858419472553622,2.455247496208668,18,2.45481519337823
36,36,0,fam,0.08586301888900115,2.4550020562051795,18,2.45481519337823
37,37,1,fam,0.0858614355822993,2.4550204962894036,18,2.45481519337823
38,38,2,fam,0.08586016897897952,2.45503524811196,18,2.45481519337823
39,39,0,fam,0.08587095695495764,2.454909610130684,18,2.45481519337823
40,40,1,fam,0.085870146256162,2.454919051071501,18,2.45481519337823
41,41,2,fam,0.08586949770814678,2.4549266037599806,18,2.45481519337823
42,42,0,fam,0.08587502096824741,2.4548622842679224,18,2.45481519337823
43,43,1,fam,0.0858746058784692,2.4548671179294077,18,2.45481519337823
44,44,2,fam,0.08587427380953584,2.4548709848417736,18,2.45481519337823
45,45,0,fam,0.08587710167057999,2.4548380551370013,18,2.45481519337823
46,46,1,fam,0.08587688914146946,2.4548405299454124,18,2.45481519337823
47,47,2,fam,0.0858767191189384,2.4548425097877313,18,2.45481519337823
48,48,0,fam,0.08587816697117703,2.4548256502704087,18,2.45481519337823
49,49,1,fam,0.08587805815544827,2.4548269173654287,18,2.45481519337823
50,50,2,fam,0.08587797110306378,2.454827931040289,18,2.45481519337823
51,51,0,fam,0.08587871240010278,2.4548192990962634,18,2.45481519337823
52,52,1,fam,0.08587865668623361,2.4548199478471084,18,2.45481519337823
53,53,2,fam,0.08587861211519031,2.454820466847482,18,2.45481519337823
54,54,0,fam,0.08587899165840732,2.4548160473259157,18,2.45481519337823
55,55,1,fam,0.08587896313284968,2.454816379485875,18,2.45481519337823
56,56,2,fam,0.08587894031241719,2.4548166452137634,18,2.45481519337823
57,57,0,fam,0.08587913463831702,2.454814382427575,18,2.45481519337823
58,58,1,fam,0.08587912003321667,2.4548145524933505,18,2.45481519337823
59,59,3,nov,0.011363642547845002,4.477336270267994,18,2.45481519337823
60,60,0,fam,0.08587920784394111,2.454813530001742,18,2.45481519337823
61,61,1,fam,0.08587920036612581,2.454813617075387,18,2.45481519337823
62,62,2,fam,0.049515547888033425,3.005468559978027,18,2.45481519337823
63,63,0,fam,0.0858792453251971,2.454813093560271,18,2.45481519337823
64,64,1,fam,0.08587924149655465,2.4548131381419687,18,2.45481519337823
65,65,2,fam,0.06726105395936281,2.6991739028647035,18,2.45481519337823
0,0,0,fam,0.015873015873015872,4.143134726391533,38,2.4548126356587887
1,1,1,fam,0.014705882352941176,4.219507705176107,38,2.4548126356587887
2,2,2,fam,0.013888888888888888,4.276666119016055,38,2.4548126356587887
3,3,0,fam,0.05585106382978723,2.8850667056664716,38,2.4548126356587887
4,4,1,fam,0.05401234567901234,2.918542634862861,38,2.4548126356587887
5,5,2,fam,0.05262630312750601,2.9445392247682487,38,2.4548126356587887
6,6,0,fam,0.07168395410969668,2.6354883484761804,38,2.4548126356587887
7,7,1,fam,0.07054861261484208,2.6514532661517727,38,2.4548126356587887
8,8,2,fam,0.06966590910479402,2.664044189838425,38,2.4548126356587887
9,9,0,fam,0.07888588531188341,2.539752960519147,38,2.4548126356587887
10,10,1,fam,0.07826537284648362,2.547650010755213,38,2.4548126356587887
11,11,2,fam,0.0777759474471647,2.553923054374021,38,2.4548126356587887
12,12,0,fam,0.08236661704773722,2.496575057071033,38,2.4548126356587887
13,13,1,fam,0.08203991280902345,2.5005494085646816,38,2.4548126356587887
14,14,2,fam,0.08178040955488501,2.503717556050294,38,2.4548126356587887
15,15,0,fam,0.0840981060400819,2.475771232588784,38,2.4548126356587887
16,16,1,fam,0.08392862929082592,2.4777884925967673,38,2.4548126356587887
17,17,2,fam,0.08379353890887453,2.479399375792639,38,2.4548126356587887
18,18,0,fam,0.08497179249021657,2.4654359306235065,38,2.4548126356587887
19,19,1,fam,0.08488446246045432,2.46646421230183,38,2.4548126356587887
20,20,2,fam,0.08481472757581644,2.4672860770207867,38,2.4548126356587887
21,21,0,fam,0.08541581211812153,2.460224041718446,38,2.4548126356587887
22,22,1,fam,0.08537095548569926,2.460749335733704,38,2.4548126356587887
23,23,2,fam,0.08533510408721146,2.4611693723639747,38,2.4548126356587887
24,24,0,fam,0.0856422905528217,2.457576069321954,38,2.4548126356587887
25,25,1,fam,0.08561928664293565,2.4578447099639598,38,2.4548126356587887
26,26,2,fam,0.0856008924108106,2.4580595705288473,38,2.4548126356587887
27,27,0,fam,0.0857580231676733,2.456225632675396,38,2.4548126356587887
28,28,1,fam,0.08574623543012243,2.4563630955893294,38,2.4548126356587887
29,29,2,fam,0.08573680757300736,2.456473052316939,38,2.4548126356587887
30,30,0,fam,0.08581721958958193,2.455535598107399,38,2.4548126356587887
31,31,1,fam,0.08581118172195337,2.455605957879848,38,2.4548126356587887
32,32,2,fam,0.0858063520395397,2.4556622421336667,38,2.4548126356587887
33,33,0,fam,0.08584751279367253,2.4551826635938916,38,2.4548126356587887
34,34,1,fam,0.08584442073885146,2.4552186822321325,38,2.4548126356587887
35,35,2,fam,0.0858419472553622,2.455247496208668,38,2.4548126356587887
36,36,0,fam,0.08586301888900115,2.4550020562051795,38,2.4548126356587887
37,37,1,fam,0.0858614355822993,2.4550204962894036,38,2.4548126356587887
38,38,2,fam,0.08586016897897952,2.45503524811196,38,2.4548126356587887
39,39,0,fam,0.08587095695495764,2.454909610130684,38,2.4548126356587887
40,40,1,fam,0.085870146256162,2.454919051071501,38,2.4548126356587887
41,41,2,fam,0.08586949770814678,2.4549266037599806,38,2.4548126356587887
42,42,0,fam,0.08587502096824741,2.4548622842679224,38,2.4548126356587887
43,43,1,fam,0.0858746058784692,2.4548671179294077,38,2.4548126356587887
44,44,2,fam,0.08587427380953584,2.4548709848417736,38,2.4548126356587887
45,45,0,fam,0.08587710167057999,2.4548380551370013,38,2.4548126356587887
46,46,1,fam,0.08587688914146946,2.4548405299454124,38,2.4548126356587887
47,47,2,fam,0.0858767191189384,2.4548425097877313,38,2.4548126356587887
48,48,0,fam,0.08587816697117703,2.4548256502704087,38,2.4548126356587887
49,49,1,fam,0.08587805815544827,2.4548269173654287,38,2.4548126356587887
50,50,2,fam,0.08587797110306378,2.454827931040289,38,2.4548126356587887
51,51,0,fam,0.08587871240010278,2.4548192990962634,38,2.4548126356587887
52,52,1,fam,0.08587865668623361,2.4548199478471084,38,2.4548126356587887
53,53,2,fam,0.08587861211519031,2.454820466847482,38,2.4548126356587887
54,54,0,fam,0.08587899165840732,2.4548160473259157,38,2.4548126356587887
55,55,1,fam,0.08587896313284968,2.454816379485875,38,2.4548126356587887
56,56,2,fam,0.08587894031241719,2.4548166452137634,38,2.4548126356587887
57,57,0,fam,0.08587913463831702,2.454814382427575,38,2.4548126356587887
58,58,1,fam,0.08587912003321667,2.4548145524933505,38,2.4548126356587887
59,59,2,fam,0.08587910834913995,2.45481468854595,38,2.4548126356587887
60,60,0,fam,0.08587920784394111,2.454813530001742,38,2.4548126356587887
61,61,1,fam,0.08587920036612581,2.454813617075387,38,2.4548126356587887
62,62,2,fam,0.08587919438387454,2.4548136867342967,38,2.4548126356587887
63,63,0,fam,0.0858792453251971,2.454813093560271,38,2.4548126356587887
64,64,1,fam,0.08587924149655465,2.4548131381419687,38,2.4548126356587887
65,65,2,fam,0.08587923843364095,2.454813173807325,38,2.4548126356587887
66,66,0,fam,0.08587926451559401,2.4548128701023835,38,2.4548126356587887
67,67,1,fam,0.08587926255532881,2.45481289292821,38,2.4548126356587887
68,68,2,fam,0.08587926098711672,2.4548129111888715,38,2.4548126356587887
69,69,0,fam,0.08587927434107562,2.4548127556919828,38,2.4548126356587887
70,70,1,fam,0.08587927333741976,2.454812767378806,38,2.4548126356587887
71,71,2,fam,0.08587927253449511,2.4548127767282635,38,2.4548126356587887
72,72,0,fam,0.0858792793717218,2.4548126971138675,38,2.4548126356587887
73,73,1,fam,0.08587927885784997,2.4548127030975206,38,2.4548126356587887
74,74,2,fam,0.08587927844675253,2.454812707884443,38,2.4548126356587887
75,75,0,fam,0.08587928194741248,2.454812667121876,38,2.4548126356587887
76,76,1,fam,0.08587928168431011,2.454812670185506,38,2.4548126356587887
77,77,2,fam,0.08587928147382823,2.45481267263641,38,2.4548126356587887
78,78,0,fam,0.08587928326616613,2.454812651765976,38,2.4548126356587887
79,79,1,fam,0.0858792831314577,2.454812653334555,38,2.4548126356587887
80,80,2,fam,0.08587928302369098,2.4548126545894178,38,2.4548126356587887
81,81,0,fam,0.08587928394136796,2.454812643903756,38,2.4548126356587887
82,82,1,fam,0.08587928387239724,2.4548126447068683,38,2.4548126356587887
83,83,2,fam,0.08587928381722067,2.4548126453493584,38,2.4548126356587887
84,84,0,fam,0.08587928428707133,2.454812639878299,38,2.4548126356587887
85,85,1,fam,0.08587928425175832,2.4548126402894925,38,2.4548126356587887
86,86,2,fam,0.08587928422350792,2.454812640618447,38,2.4548126356587887
87,87,0,fam,0.08587928446407143,2.454812637817265,38,2.4548126356587887
