resampling_id,shift,coef,outer_resampling_id
0,0.06324061123448624,0.003556059717405923,0
1,0.06350965905155176,0.0034582763885489514,0
2,0.06364283277283952,0.0034098754391347456,0
3,0.06360646440871111,0.003423093237176587,0
4,0.06345333001452175,0.003478748737338779,0
5,0.06323081399800469,0.0035596204465254307,0
6,0.06335673615566145,0.0035138550213053513,0
7,0.06358706803954127,0.0034301426961383425,0
8,0.06367677624694987,0.0033975389484407034,0
9,0.06366465351621897,0.0034019448602917355,0
10,0.06367192715465751,0.003399301313181116,0
11,0.06331552162240581,0.0035288341216860495,0
12,0.06328418269110694,0.003540224011626953,0
13,0.06331367064952953,0.003529506843328768,0
14,0.06330305358285863,0.003533365533330786,0
15,0.06068166074904104,0.003491998759214517,0
16,0.06455002949605591,0.003477513615610198,0
17,0.06320890673113806,0.0034783276853659322,0
18,0.0653158867338868,0.0034867762830419857,0
0,0.06324061123448624,0.003556059717405923,1
1,0.06369609787732575,0.003390516652710164,1
2,0.06382984614015971,0.003341906890655991,1
3,0.06379332293573431,0.003355180964194995,1
4,0.06362512218885985,0.0034163122126288498,1
5,0.06341606855088619,0.003492291125424649,1
6,0.06354253138696385,0.00344632919485321,1
7,0.06377384398048927,0.003362260438421163,1
8,0.06386393414849661,0.003329517870125591,1
9,0.0638517598014686,0.0033339425415168846,1
10,0.06385906440968542,0.0033312877386821086,1
11,0.06350114128079418,0.0034613721058388974,1
12,0.06346637702019564,0.0034740069049748377,1
13,0.0634938021540774,0.0034640394541530332,1
14,0.06348141578877475,0.0034685411819311974,1
15,0.06088313277444488,0.0034294711609880076,1
16,0.06472871095518155,0.003415064464959924,1
17,0.06337034882294205,0.003415871599024309,1
18,0.06546202489739132,0.003424260660395097,1
0,0.06350965905155176,0.0034582763885489514,2
1,0.06369609787732575,0.003390516652710164,2
2,0.06410104734621452,0.0032433409293807784,2
3,0.06406448178658669,0.0032566303965874824,2
4,0.0638750880390232,0.0033254640756838114,2
5,0.06368678314671256,0.0033939020188383483,2
6,0.06381339930707941,0.0033478843637509076,2
7,0.0640449802347795,0.003263718083357727,2
8,0.06413517491188636,0.0032309375320457635,2
9,0.06412298644200706,0.00323536733627711,2
10,0.06413029952393465,0.003232709453738302,2
11,0.06377196105599683,0.0033629447726293673,2
12,0.06373234536622728,0.003377342785825972,2
13,0.06375660858759924,0.00336852450742321,2
14,0.06374168764401622,0.0033739474078917967,2
15,0.06117648405609556,0.003338428491210359,2
16,0.06498868469892884,0.003324203669621491,2
17,0.06360524987543655,0.0033249969067282357,2
18,0.065674750864397,0.0033332598159777956,2
0,0.06364283277283952,0.0034098754391347456,3
1,0.06382984614015971,0.003341906890655991,3
2,0.06410104734621452,0.0032433409293807784,3
3,0.0641984054760236,0.0032079568771039182,3
4,0.06399862610156988,0.00328056513122067,3
5,0.06382068832238993,0.0033452352280362095,3
6,0.06394731286635856,0.0032992145259940968,3
7,0.0641789031374081,0.0032150448498335137,3
8,0.06426910145350359,0.0031822629759595345,3
9,0.06425691249186906,0.003186692958915478,3
10,0.06426422586884978,0.003184034969141912,3
11,0.06390587287896922,0.0033142755659197236,3
12,0.0638638762332691,0.0033295389189629677,3
13,0.06388656139553772,0.003321294173822537,3
14,0.06387039335296905,0.0033271703226822446,3
15,0.06132148498665639,0.0032934269089291528,3
16,0.06511716710665365,0.003279299082009642,3
17,0.06372134206094245,0.003280085053316813,3
18,0.0657798934127945,0.0032882814768354952,3
0,0.06360646440871111,0.003423093237176587,4
1,0.06379332293573431,0.003355180964194995,4
2,0.06406448178658669,0.0032566303965874824,4
3,0.0641984054760236,0.0032079568771039182,4
4,0.06396489286685908,0.0032928252120461186,4
5,0.06378412216602874,0.003358524912120986,4
6,0.06391074582195706,0.003312504532830199,4
7,0.06414233610457021,0.003228334852466935,4
8,0.06423253442516944,0.003195552976956115,4
9,0.06422034546292629,0.003199982960133252,4
10,0.06422765884027218,0.0031973249702269696,4
11,0.06386930585009545,0.003327565567112352,4
12,0.06382795893645823,0.0033425927801093358,4
13,0.06385107528181488,0.0033341913248414886,4
14,0.0638352476248535,0.0033399437632094,4
15,0.0612818906856972,0.003305715148636216,4
16,0.06508208380861855,0.0032915606908806893,4
17,0.06368964200561181,0.0032923486542813124,4
18,0.06575118306058474,0.003300563316854291,4
0,0.06345333001452175,0.003478748737338779,5
1,0.06362512218885985,0.0034163122126288498,5
2,0.0638750880390232,0.0033254640756838114,5
3,0.06399862610156988,0.00328056513122067,5
4,0.06396489286685908,0.0032928252120461186,5
5,0.06361645195167567,0.003419463342651392,5
6,0.06373325897106591,0.0033770107432791858,5
7,0.06394690188466087,0.0032993638940838925,5
8,0.06403011017732654,0.0032691224896595865,5
9,0.06401886581345281,0.0032732091659331414,5
10,0.06402561243177705,0.0032707571601690087,5
11,0.06369503051730452,0.0033909045763777655,5
12,0.06365969578062185,0.0034037467105931963,5
13,0.06368293737359054,0.0033952997350584855,5
14,0.06366978449127667,0.003400080047460719,5
15,0.061087004359685976,0.0033661988503722014,5
16,0.06490646087642811,0.003352940886697716,5
17,0.06353110358061585,0.003353681417313324,5
18,0.06560899550312817,0.003361388931969858,5
0,0.06323081399800469,0.0035596204465254307,6
1,0.06341606855088619,0.003492291125424649,6
2,0.06368678314671256,0.0033939020188383483,6
3,0.06382068832238993,0.0033452352280362095,6
4,0.06378412216602874,0.003358524912120986,6
5,0.06361645195167567,0.003419463342651392,6
6,0.0635330356850912,0.0034497803335729795,6
7,0.06376462030343084,0.0033656127118457005,6
8,0.06385481641794478,0.0033328316381193517,6
9,0.06384262775382128,0.0033372615129472366,6
10,0.06384994095229538,0.0033346035880505056,6
11,0.06349159690853413,0.003464840933431051,6
12,0.06345696207465001,0.003477428693437919,6
13,0.0634845315296584,0.0034674087902292787,6
14,0.06347222008676745,0.003471883288041754,6
15,0.06087291000196349,0.0034326438367438777,6
16,0.06471969759342952,0.0034182146339179907,6
17,0.06336220239682057,0.003419023155644597,6
18,0.06545462546679731,0.0034274260211723433,6
0,0.06335673615566145,0.0035138550213053513,7
1,0.06354253138696385,0.00344632919485321,7
2,0.06381339930707941,0.0033478843637509076,7
3,0.06394731286635856,0.0032992145259940968,7
4,0.06391074582195706,0.003312504532830199,7
5,0.06373325897106591,0.0033770107432791858,7
6,0.0635330356850912,0.0034497803335729795,7
7,0.06389124348236778,0.003319592505913707,7
8,0.06398144180296689,0.0032868106304029276,7
9,0.06396925284072377,0.00329124061358006,7
10,0.06397656621806964,0.0032885826236737806,7
11,0.063618213348726,0.003418823176643358,7
12,0.06358132792324,0.0034322288965992604,7
13,0.06360740503848258,0.00342275137262892,7
14,0.06359391469107968,0.0034276543340834333,7
15,0.06101001098551997,0.0033900940326254347,7
16,0.0648411795161757,0.0033757567150495093,7
17,0.06347196921528281,0.0033765583571852107,7
18,0.06555403948404481,0.003384898258136279,7
0,0.06358706803954127,0.0034301426961383425,8
1,0.06377384398048927,0.003362260438421163,8
2,0.0640449802347795,0.003263718083357727,8
3,0.0641789031374081,0.0032150448498335137,8
4,0.06414233610457021,0.003228334852466935,8
5,0.06394690188466087,0.0032993638940838925,8
6,0.06376462030343084,0.0033656127118457005,8
7,0.06389124348236778,0.003319592505913707,8
8,0.06421303208558016,0.0032026409500396217,8
9,0.06420084312333701,0.0032070709332167597,8
10,0.0642081565006829,0.0032044129433104764,8
11,0.06384980351989128,0.003334653536784945,8
12,0.0638088031296055,0.003349554808574853,8
13,0.06383214943767182,0.003341069775155351,8
14,0.0638165033193169,0.00334675623473387,8
15,0.061260773815779754,0.003312268848363791,8
16,0.06506337279561264,0.003298100187903764,8
17,0.0636727353811195,0.0032988892137304133,8
18,0.06573587093813452,0.00330711360355606,8
0,0.06367677624694987,0.0033975389484407034,9
1,0.06386393414849661,0.003329517870125591,9
2,0.06413517491188636,0.0032309375320457635,9
3,0.06426910145350359,0.0031822629759595345,9
4,0.06423253442516944,0.003195552976956115,9
5,0.06403011017732654,0.0032691224896595865,9
6,0.06385481641794478,0.0033328316381193517,9
7,0.06398144180296689,0.0032868106304029276,9
8,0.06421303208558016,0.0032026409500396217,9
9,0.06429104144393624,0.003174289057705937,9
10,0.06429835482128213,0.0031716310677996546,9
11,0.06394000179708464,0.0033018716770496447,9
12,0.06389739873629788,0.00331735542692228,9
13,0.06391968146683234,0.0033092569424541737,9
14,0.06390319573242242,0.0033152485539336284,9
15,0.061358439339146933,0.0032819579871241605,9
16,0.06514991123076425,0.00326785501417244,9
17,0.06375092851939504,0.003268639126278721,9
18,0.0658066895044662,0.003276818527560778,9
0,0.06366465351621897,0.0034019448602917355,10
1,0.0638517598014686,0.0033339425415168846,10
2,0.06412298644200706,0.00323536733627711,10
3,0.06425691249186906,0.003186692958915478,10
4,0.06422034546292629,0.003199982960133252,10
5,0.06401886581345281,0.0032732091659331414,10
6,0.06384262775382128,0.0033372615129472366,10
7,0.06396925284072377,0.00329124061358006,10
8,0.06420084312333701,0.0032070709332167597,10
9,0.06429104144393624,0.003174289057705937,10
10,0.06428616585903899,0.0031760610509767927,10
11,0.06392781284070717,0.0033063016580949555,10
12,0.06388542635701513,0.0033217066947131683,10
13,0.06390785281424308,0.0033135559739002783,10
14,0.06389148054146222,0.0033195063486363635,10
15,0.06134524129544866,0.0032860540494538404,10
16,0.06513821684763565,0.003271942199811808,10
17,0.06374036187908753,0.0032727269759343547,10
18,0.0657971194279349,0.0032809124567493297,10
0,0.06367192715465751,0.003399301313181116,11
1,0.06385906440968542,0.0033312877386821086,11
2,0.06413029952393465,0.003232709453738302,11
3,0.06426422586884978,0.003184034969141912,11
4,0.06422765884027218,0.0031973249702269696,11
5,0.06402561243177705,0.0032707571601690087,11
6,0.06384994095229538,0.0033346035880505056,11
7,0.06397656621806964,0.0032885826236737806,11
8,0.0642081565006829,0.0032044129433104764,11
9,0.06429835482128213,0.0031716310677996546,11
10,0.06428616585903899,0.0031760610509767927,11
11,0.06393512621453365,0.003303643669467769,11
12,0.06389260978458478,0.0033190959340386357,11
13,0.06391495000579664,0.0033109765550326156,11
14,0.06389850965603834,0.003316951671814722,11
15,0.061353160121667624,0.0032835964120560327,11
16,0.0651452334775128,0.0032694898884281873,11
17,0.06374670186327204,0.0032702742661409744,11
18,0.06580286147385368,0.003278456099236198,11
0,0.06331552162240581,0.0035288341216860495,12
1,0.06350114128079418,0.0034613721058388974,12
2,0.06377196105599683,0.0033629447726293673,12
3,0.06390587287896922,0.0033142755659197236,12
4,0.06386930585009545,0.003327565567112352,12
5,0.06369503051730452,0.0033909045763777655,12
6,0.06349159690853413,0.003464840933431051,12
7,0.063618213348726,0.003418823176643358,12
8,0.06384980351989128,0.003334653536784945,12
9,0.06394000179708464,0.0033018716770496447,12
10,0.06392781284070717,0.0033063016580949555,12
11,0.06393512621453365,0.003303643669467769,12
12,0.06354062444438538,0.0034470222582472575,12
13,0.0635671901866385,0.003437367146604298,12
14,0.0635540855902131,0.003442129909877344,12
15,0.06096514045326974,0.0034040197704896897,12
16,0.06480142109074508,0.003389652280439892,12
17,0.0634360448774785,0.00339045617973326,12
18,0.06552150326058316,0.0033988167460897814,12
0,0.06328418269110694,0.003540224011626953,13
1,0.06346637702019564,0.0034740069049748377,13
2,0.06373234536622728,0.003377342785825972,13
3,0.0638638762332691,0.0033295389189629677,13
4,0.06382795893645823,0.0033425927801093358,13
5,0.06365969578062185,0.0034037467105931963,13
6,0.06345696207465001,0.003477428693437919,13
7,0.06358132792324,0.0034322288965992604,13
8,0.0638088031296055,0.003349554808574853,13
9,0.06389739873629788,0.00331735542692228,13
10,0.06388542635701513,0.0033217066947131683,13
11,0.06389260978458478,0.0033190959340386357,13
12,0.06354062444438538,0.0034470222582472575,13
13,0.0635322565531668,0.0034500635029888166,13
14,0.06351970526772387,0.0034546251697045068,13
15,0.06092436315964924,0.0034166751564032056,13
16,0.06476461345072357,0.0034025165466487943,13
17,0.06340282097276853,0.0034033093027198164,13
18,0.06549173486417895,0.003411551200880846,13
0,0.06331367064952953,0.003529506843328768,14
1,0.0634938021540774,0.0034640394541530332,14
2,0.06375660858759924,0.00336852450742321,14
3,0.06388656139553772,0.003321294173822537,14
4,0.06385107528181488,0.0033341913248414886,14
5,0.06368293737359054,0.0033952997350584855,14
6,0.0634845315296584,0.0034674087902292787,14
7,0.06360740503848258,0.00342275137262892,14
8,0.06383214943767182,0.003341069775155351,14
9,0.06391968146683234,0.0033092569424541737,14
10,0.06390785281424308,0.0033135559739002783,14
11,0.06391495000579664,0.0033109765550326156,14
12,0.0635671901866385,0.003437367146604298,14
13,0.0635322565531668,0.0034500635029888166,14
14,0.0635455094602293,0.0034452468373725037,14
15,0.06095210463340576,0.0034080654860443468,14
16,0.06478874605668003,0.00339408220347554,14
17,0.06342464901661572,0.0033948648247280884,14
18,0.0655117176781468,0.0034030028653367884,14
0,0.06330305358285863,0.003533365533330786,15
1,0.06348141578877475,0.0034685411819311974,15
2,0.06374168764401622,0.0033739474078917967,15
3,0.06387039335296905,0.0033271703226822446,15
4,0.0638352476248535,0.0033399437632094,15
5,0.06366978449127667,0.003400080047460719,15
6,0.06347222008676745,0.003471883288041754,15
7,0.06359391469107968,0.0034276543340834333,15
8,0.0638165033193169,0.00334675623473387,15
9,0.06390319573242242,0.0033152485539336284,15
10,0.06389148054146222,0.0033195063486363635,15
11,0.06389850965603834,0.003316951671814722,15
12,0.0635540855902131,0.003442129909877344,15
13,0.06351970526772387,0.0034546251697045068,15
14,0.0635455094602293,0.0034452468373725037,15
15,0.060937033628830954,0.0034127428288021817,15
16,0.0647750359114596,0.0033988738977481533,15
17,0.06341227903574174,0.0033996503214028585,15
18,0.06550068407095,0.003407722870073466,15
0,0.06068166074904104,0.003491998759214517,16
1,0.06088313277444488,0.0034294711609880076,16
2,0.06117648405609556,0.003338428491210359,16
3,0.06132148498665639,0.0032934269089291528,16
4,0.0612818906856972,0.003305715148636216,16
5,0.061087004359685976,0.0033661988503722014,16
6,0.06087291000196349,0.0034326438367438777,16
7,0.06101001098551997,0.0033900940326254347,16
8,0.061260773815779754,0.003312268848363791,16
9,0.061358439339146933,0.0032819579871241605,16
10,0.06134524129544866,0.0032860540494538404,16
11,0.061353160121667624,0.0032835964120560327,16
12,0.06096514045326974,0.0034040197704896897,16
13,0.06092436315964924,0.0034166751564032056,16
14,0.06095210463340576,0.0034080654860443468,16
15,0.060937033628830954,0.0034127428288021817,16
16,0.06140951532006721,0.0033655821539651854,16
17,0.05935300159747896,0.0033660775491592726,16
18,0.06249367615448528,0.003368822617901467,16
0,0.06455002949605591,0.003477513615610198,17
1,0.06472871095518155,0.003415064464959924,17
2,0.06498868469892884,0.003324203669621491,17
3,0.06511716710665365,0.003279299082009642,17
4,0.06508208380861855,0.0032915606908806893,17
5,0.06490646087642811,0.003352940886697716,17
6,0.06471969759342952,0.0034182146339179907,17
7,0.0648411795161757,0.0033757567150495093,17
8,0.06506337279561264,0.003298100187903764,17
9,0.06514991123076425,0.00326785501417244,17
10,0.06513821684763565,0.003271942199811808,17
11,0.0651452334775128,0.0032694898884281873,17
12,0.06480142109074508,0.003389652280439892,17
13,0.06476461345072357,0.0034025165466487943,17
14,0.06478874605668003,0.00339408220347554,17
15,0.0647750359114596,0.0033988738977481533,17
16,0.06140951532006721,0.0033655821539651854,17
17,0.06505986120211249,0.0033530848677375824,17
18,0.06818324135190759,0.0033619124665104807,17
0,0.06320890673113806,0.0034783276853659322,18
1,0.06337034882294205,0.003415871599024309,18
2,0.06360524987543655,0.0033249969067282357,18
3,0.06372134206094245,0.003280085053316813,18
4,0.06368964200561181,0.0032923486542813124,18
5,0.06353110358061585,0.003353681417313324,18
6,0.06336220239682057,0.003419023155644597,18
7,0.06347196921528281,0.0033765583571852107,18
8,0.0636727353811195,0.0032988892137304133,18
9,0.06375092851939504,0.003268639126278721,18
10,0.06374036187908753,0.0032727269759343547,18
11,0.06374670186327204,0.0032702742661409744,18
12,0.0634360448774785,0.00339045617973326,18
13,0.06340282097276853,0.0034033093027198164,18
14,0.06342464901661572,0.0033948648247280884,18
15,0.06341227903574174,0.0033996503214028585,18
16,0.05935300159747896,0.0033660775491592726,18
17,0.06505986120211249,0.0033530848677375824,18
18,0.06612563503762979,0.003362529472029554,18
0,0.0653158867338868,0.0034867762830419857,19
1,0.06546202489739132,0.003424260660395097,19
2,0.065674750864397,0.0033332598159777956,19
3,0.0657798934127945,0.0032882814768354952,19
4,0.06575118306058474,0.003300563316854291,19
5,0.06560899550312817,0.003361388931969858,19
6,0.06545462546679731,0.0034274260211723433,19
7,0.06555403948404481,0.003384898258136279,19
8,0.06573587093813452,0.00330711360355606,19
9,0.0658066895044662,0.003276818527560778,19
10,0.0657971194279349,0.0032809124567493297,19
11,0.06580286147385368,0.003278456099236198,19
12,0.06552150326058316,0.0033988167460897814,19
13,0.06549173486417895,0.003411551200880846,19
14,0.0655117176781468,0.0034030028653367884,19
15,0.06550068407095,0.003407722870073466,19
16,0.06249367615448528,0.003368822617901467,19
17,0.06818324135190759,0.0033619124665104807,19
18,0.06612563503762979,0.003362529472029554,19
