outer_resampling_id,train_mse
0,7.769257438632894e-06
1,8.430376625293333e-06
2,8.535047540538611e-06
3,8.292129035376083e-06
4,8.37731988952215e-06
5,8.594101969348956e-06
6,8.42582822461768e-06
7,8.57862867602744e-06
8,8.416946636893675e-06
9,8.199801266153732e-06
10,8.23419599590282e-06
11,8.21374856158073e-06
12,8.54745719876255e-06
13,7.283825090394033e-06
14,7.549631742550281e-06
15,7.953634135798874e-06
16,5.7385171780506115e-06
17,8.0051921402343e-06
18,8.46132543107011e-06
19,8.2534104176763e-06
