outer_resampling_id,train_mse
0,1.1158919504651121e-05
1,1.1125345800616453e-05
2,1.1021090177504844e-05
3,1.109701992107639e-05
4,1.1077863670065032e-05
5,1.1162966264035176e-05
6,9.705761340666022e-06
7,1.0098835009057294e-05
8,9.506658029026096e-06
9,9.496435192341972e-06
10,9.928882488154049e-06
11,1.0289278386820304e-05
12,1.0964933927692826e-05
13,1.054435452346563e-05
14,1.034514033268463e-05
15,9.903628321358621e-06
16,1.068343021435864e-05
17,1.1118116858371384e-05
18,1.1156740440379152e-05
19,1.0950248233659467e-05
