resampling_id,train_rss,train_mse,train_nmse
0,0.00022457560330533386,1.1819768595017571e-05,0.027284969324903048
1,0.00021074626370382716,1.1091908615990902e-05,0.02459225910565512
2,0.00018623049121566993,9.801604800824734e-06,0.02127361886967144
3,0.00018100944341164013,9.526812811138955e-06,0.020698147945346034
4,0.00020699310392871775,1.0894373890985144e-05,0.023645730157009975
5,0.00023341154948123215,1.2284818393749062e-05,0.03199668173429084
6,0.00022239722254172321,1.170511697588017e-05,0.025960393123338848
7,0.0002281551895759355,1.2008167872417658e-05,0.026267149603841695
8,0.00022779857296168567,1.1989398576930824e-05,0.026014347026134525
9,0.00023251088437864872,1.2237414967297301e-05,0.026625080267434834
10,0.0002309706937044171,1.2156352300232478e-05,0.026433847306001148
11,0.00019982758565085078,1.0517241350044779e-05,0.022877168260971265
12,0.00021484951950793117,1.130786944778585e-05,0.024828743361342408
13,0.00023105170657793044,1.2160616135680548e-05,0.027227844663598184
14,0.00023319397651712918,1.2273367185112062e-05,0.027753233840285704
15,0.00022450610767179682,1.181611093009457e-05,0.027292187344934556
16,0.00023194070565410517,1.2207405560742377e-05,0.03241241818463178
17,0.00023218459811789617,1.2220242006205062e-05,0.030052507595304933
18,0.00023313210892307883,1.2270110995951518e-05,0.03228548709274786
19,0.0002330100491934283,1.2263686799654121e-05,0.031020537517642388
