outer_resampling_id,train_mse
0,1.2426583562874541e-05
1,1.1659186299036735e-05
2,1.0299467361344001e-05
3,1.0012777979518288e-05
4,1.1458067926457771e-05
5,1.2916925390205736e-05
6,1.230772266951899e-05
7,1.2627436561617592e-05
8,1.2608124902857144e-05
9,1.2860291076617743e-05
10,1.2750440655538315e-05
11,1.1067725378618888e-05
12,1.1889145719992795e-05
13,1.2786788234635473e-05
14,1.2900844814097586e-05
15,1.2409324264170071e-05
16,1.283598758657133e-05
17,1.2849381325049431e-05
18,1.2900555067592897e-05
19,1.2893851126993683e-05
