resampling_id,shift,coef
0,0.07197322672207183,0.00025278157234824935
1,0.07197601019316828,0.0002521125971850678
2,0.0719841065645377,0.00025016672773969995
3,0.07199780119414276,0.0002468753815180036
4,0.0720097596880586,0.00024400129547834886
5,0.07197152539419567,0.00025319046687410224
6,0.0719852622208655,0.0002498889790747662
7,0.0719913871698336,0.0002484169182578832
8,0.07200305157970482,0.0002456135119253891
9,0.07199013492516597,0.0002487178808157301
10,0.07193721186847446,0.0002614373268832987
11,0.0717783920853588,0.0002996078293466835
12,0.0719860437629469,0.0002497011444525932
13,0.07198213747321218,0.0002506399761210161
14,0.07196874677594031,0.0002538582757130322
15,0.07193664033518857,0.0002615746883144689
16,0.07067132642361237,0.0002532692560533204
17,0.0733843400247998,0.0002531648373800451
18,0.07121680078958645,0.0002531750331926889
19,0.07261328848987375,0.00025322789555011293
