outer_resampling_id,train_mse
0,1.3434530478293492e-05
1,1.2582356359966646e-05
2,1.110908961698484e-05
3,1.0793496903861931e-05
4,1.230926949670093e-05
5,1.3980425937996709e-05
6,1.3364300314420893e-05
7,1.3680969289004731e-05
8,1.365588114406697e-05
9,1.3915271066194374e-05
10,1.383138179914284e-05
11,1.2211386991243084e-05
12,1.2781800054544748e-05
13,1.3810796688962336e-05
14,1.397175054734152e-05
15,1.3515620173338577e-05
16,1.3921575416171755e-05
17,1.3911231731996862e-05
18,1.3959868420321558e-05
19,1.396519495047743e-05
