exp_id,id_in_exp,yres,ypred,w
0,0,0.0001867969793208671,0.0012326308559084018,0.05
0,1,0.0004782924457923892,0.002030101833973048,0.05
0,2,0.0009814991007495494,0.003971113956133878,0.05
0,3,0.0010856234375322164,0.007851199755799666,0.05
0,4,0.0005611511701393599,0.015611370446153709,0.05
1,0,2.3041071863422055e-36,-1.5179285840717954e-18,0.05
1,1,0.00020989620893351968,0.009312204828424733,0.05
1,2,9.97517903841335e-05,0.01901241819136717,0.05
1,3,0.00010353829668934888,0.0283246230197919,0.05
1,4,1.743199123093897e-05,0.03802483638273433,0.05
1,5,3.177623361630566e-05,0.047337041211159066,0.05
1,6,0.0003878283094691705,0.061693356988313866,0.05
2,0,0.00040904323536395944,0.007075182686512113,0.05
2,1,5.7428931418255694e-05,0.013621812128334658,0.05
2,2,1.71197448412796e-06,0.020208424428130246,0.05
2,3,0.00014406136819120695,0.026802556735596252,0.05
3,0,1.5205469503423189e-05,0.07240058087615307,0.05
3,1,1.796153446271836e-05,0.07283810505564908,0.05
3,2,5.127297329214074e-06,0.07323564637717205,0.05
3,3,3.7081960562559785e-06,0.07362566769102459,0.05
