,time_step,stimulus,type,familiarity,novelty,n_fam,steady
0,0,0,fam,0.015873015873015872,4.143134726391533,1,4.049374658208982
1,1,1,fam,0.015857142857142858,4.144135226725116,1,4.049374658208982
2,2,2,fam,0.015841285714285714,4.1451357270587,1,4.049374658208982
3,3,0,fam,0.01682344542857143,4.084981804238953,1,4.049374658208982
4,4,1,fam,0.016807619984142857,4.085922924920229,1,4.049374658208982
5,5,2,fam,0.016791810365158717,4.086863989693443,1,4.049374658208982
6,6,0,fam,0.017771026545798558,4.030185870009235,1,4.049374658208982
7,7,1,fam,0.01775524853024276,4.031074114924268,1,4.049374658208982
8,8,3,nov,0.015746475302697526,4.151138729060201,1,4.049374658208982
9,9,0,fam,0.018715767761469774,3.9783889146109472,1,4.049374658208982
10,10,1,fam,0.018700037032642378,3.9792297747683496,1,4.049374658208982
11,11,2,fam,0.017686321034543807,4.034963761091053,1,4.049374658208982
12,12,0,fam,0.019657677586772882,3.929287300092716,1,4.049374658208982
13,13,1,fam,0.019641994002955514,3.930085453564007,1,4.049374658208982
14,14,2,fam,0.01863131611271696,3.982911452058877,1,4.049374658208982
0,0,0,fam,0.015873015873015872,4.143134726391533,3,3.9464810847672287
1,1,1,fam,0.015857142857142858,4.144135226725116,3,3.9464810847672287
2,2,2,fam,0.015841285714285714,4.1451357270587,3,3.9464810847672287
3,3,0,fam,0.01682344542857143,4.084981804238953,3,3.9464810847672287
4,4,1,fam,0.016807619984142857,4.085922924920229,3,3.9464810847672287
5,5,2,fam,0.016791810365158717,4.086863989693443,3,3.9464810847672287
6,6,0,fam,0.017771026545798558,4.030185870009235,3,3.9464810847672287
7,7,1,fam,0.01775524853024276,4.031074114924268,3,3.9464810847672287
8,8,2,fam,0.017739486292702524,4.031962260090302,3,3.9464810847672287
9,9,0,fam,0.018715767761469774,3.9783889146109472,3,3.9464810847672287
10,10,1,fam,0.018700037032642378,3.9792297747683496,3,3.9464810847672287
11,11,2,fam,0.01868432203454381,3.9800705006449637,3,3.9464810847672287
12,12,0,fam,0.019657677586772882,3.929287300092716,3,3.9464810847672287
13,13,1,fam,0.019641994002955514,3.930085453564007,3,3.9464810847672287
14,14,3,nov,0.015652232333317476,4.157141731061702,3,3.9464810847672287
15,15,0,fam,0.020596764507387646,3.8826212782704195,3,3.9464810847672287
16,16,1,fam,0.020581127927286662,3.8833807431156573,3,3.9464810847672287
17,17,2,fam,0.019567505983765773,3.933884946484087,3,3.9464810847672287
18,18,0,fam,0.02153303698356224,3.8381669193296633,3,3.9464810847672287
19,19,1,fam,0.021517447266307457,3.838891172178749,3,3.9464810847672287
20,20,2,fam,0.02050686314876492,3.8869956611220564,3,3.9464810847672287
0,0,0,fam,0.015873015873015872,4.143134726391533,8,3.7298657789966865
1,1,1,fam,0.015857142857142858,4.144135226725116,8,3.7298657789966865
2,2,2,fam,0.015841285714285714,4.1451357270587,8,3.7298657789966865
3,3,0,fam,0.01682344542857143,4.084981804238953,8,3.7298657789966865
4,4,1,fam,0.016807619984142857,4.085922924920229,8,3.7298657789966865
5,5,2,fam,0.016791810365158717,4.086863989693443,8,3.7298657789966865
6,6,0,fam,0.017771026545798558,4.030185870009235,8,3.7298657789966865
7,7,1,fam,0.01775524853024276,4.031074114924268,8,3.7298657789966865
8,8,2,fam,0.017739486292702524,4.031962260090302,8,3.7298657789966865
9,9,0,fam,0.018715767761469774,3.9783889146109472,8,3.7298657789966865
10,10,1,fam,0.018700037032642378,3.9792297747683496,8,3.7298657789966865
11,11,2,fam,0.01868432203454381,3.9800705006449637,8,3.7298657789966865
12,12,0,fam,0.019657677586772882,3.929287300092716,8,3.7298657789966865
13,13,1,fam,0.019641994002955514,3.930085453564007,8,3.7298657789966865
14,14,2,fam,0.01962632610272196,3.9308834454833366,8,3.7298657789966865
15,15,0,fam,0.020596764507387646,3.8826212782704195,8,3.7298657789966865
16,16,1,fam,0.020581127927286662,3.8833807431156573,8,3.7298657789966865
17,17,2,fam,0.020565506983765774,3.88414002485547,8,3.7298657789966865
18,18,0,fam,0.02153303698356224,3.8381669193296633,8,3.7298657789966865
19,19,1,fam,0.021517447266307457,3.838891172178749,8,3.7298657789966865
20,20,2,fam,0.021501873138769924,3.83961522491,8,3.7298657789966865
21,21,0,fam,0.022466503450189468,3.7957298145867364,8,3.7298657789966865
22,22,1,fam,0.02245096045533289,3.7964218837342574,8,3.7298657789966865
23,23,2,fam,0.02243543300347116,3.7971137393851397,8,3.7298657789966865
24,24,0,fam,0.023397172316882747,3.7551401050792195,8,3.7298657789966865
25,25,1,fam,0.023381675904397294,3.755802644395237,8,3.7298657789966865
26,26,2,fam,0.023366194988324325,3.7564649597624715,8,3.7298657789966865
27,27,0,fam,0.02432505196805188,3.71624851450734,8,3.7298657789966865
28,28,1,fam,0.024309601998330137,3.716883862720248,8,3.7298657789966865
29,29,3,nov,0.015419085232265373,4.172149236065455,8,3.7298657789966865
30,30,0,fam,0.02525015076297857,3.678923152467561,8,3.7298657789966865
31,31,1,fam,0.02523474709683154,3.679533381160815,8,3.7298657789966865
32,32,2,fam,0.024221357834350657,3.7205204799038354,8,3.7298657789966865
33,33,0,fam,0.026172477035891775,3.6430469151847786,8,3.7298657789966865
34,34,1,fam,0.02615711953454759,3.643633867991282,8,3.7298657789966865
35,35,2,fam,0.02514676740069975,3.683025923472792,8,3.7298657789966865
0,0,0,fam,0.015873015873015872,4.143134726391533,18,3.407188472491397
1,1,1,fam,0.015857142857142858,4.144135226725116,18,3.407188472491397
2,2,2,fam,0.015841285714285714,4.1451357270587,18,3.407188472491397
3,3,0,fam,0.01682344542857143,4.084981804238953,18,3.407188472491397
4,4,1,fam,0.016807619984142857,4.085922924920229,18,3.407188472491397
5,5,2,fam,0.016791810365158717,4.086863989693443,18,3.407188472491397
6,6,0,fam,0.017771026545798558,4.030185870009235,18,3.407188472491397
7,7,1,fam,0.01775524853024276,4.031074114924268,18,3.407188472491397
8,8,2,fam,0.017739486292702524,4.031962260090302,18,3.407188472491397
9,9,0,fam,0.018715767761469774,3.9783889146109472,18,3.407188472491397
10,10,1,fam,0.018700037032642378,3.9792297747683496,18,3.407188472491397
