outer_resampling_id,train_mse
0,2.9946620638487647e-06
1,2.9518815683161213e-06
2,2.8336951245712515e-06
3,2.895926569937768e-06
4,3.0019065228891175e-06
5,3.007129064628263e-06
6,2.3566160834599487e-06
7,2.862788284839327e-06
8,2.8064281654763556e-06
9,2.904144401688653e-06
10,2.9998408970733624e-06
11,3.0007245982834752e-06
12,2.88602125451922e-06
13,2.7103751313926163e-06
14,2.72165970763166e-06
15,2.6021303185232132e-06
16,2.5201734853891294e-06
17,2.9649323288877707e-06
18,3.0007066624251086e-06
19,2.7845953268538988e-06
