outer_resampling_id,train_mse
0,6.211303945412839e-06
1,6.684493329768692e-06
2,6.854723308499918e-06
3,6.645782773052649e-06
4,6.7217312423816815e-06
5,6.89006406256141e-06
6,6.673678576363418e-06
7,6.859088405507001e-06
8,6.7564213413847796e-06
9,6.562064953328662e-06
10,6.593386505141172e-06
11,6.574783218117971e-06
12,6.817280024236927e-06
13,6.360811671319986e-06
14,6.028960553109477e-06
15,6.281990767716329e-06
16,4.41988309153685e-06
17,6.674226111120435e-06
18,6.717788606470322e-06
19,6.368652859622334e-06
