resampling_id,shift,coef
0,0.045398748441822734,0.004501907803933797
1,0.046008256084029454,0.004402583898002176
2,0.046792545744823305,0.004274777932830354
3,0.04717094595728401,0.004213114740272375
4,0.047067745899334046,0.004229931974607369
5,0.046571788590535505,0.004310751990098663
6,0.04600134530051776,0.0044037100627356395
7,0.046359105501410966,0.004345410317040994
8,0.0470127058684274,0.004238901166252699
9,0.04726726601137064,0.004197418654893047
10,0.047232865992053986,0.004203024399671379
11,0.04725350600364398,0.00419966095280438
12,0.04624214543573434,0.00436446984928732
13,0.04662023072091378,0.004302857976525016
14,0.04674843640787216,0.004281965884761818
15,0.04661150169036885,0.004304280438441291
16,0.03890738804726922,0.004455086246822563
17,0.046569925353360186,0.004310762276495239
18,0.04796232424756073,0.004323773041713182
19,0.05122468299133833,0.004405795530975711
