outer_resampling_id,train_mse
0,4.896761928482866e-06
1,4.970799833083234e-06
2,5.115407713520372e-06
3,4.956507276734886e-06
4,5.019154758430566e-06
5,5.128439026618945e-06
6,4.830797430759675e-06
7,5.063848176818066e-06
8,5.046728751628408e-06
9,4.885169883267106e-06
10,4.912076406928087e-06
11,4.896122776887225e-06
12,5.00660973542792e-06
13,4.890282526472878e-06
14,4.5993653330094375e-06
15,4.694889028749175e-06
16,2.972014720258904e-06
17,4.986798806360771e-06
18,4.992569517719645e-06
19,4.544254761212726e-06
