resampling_id,train_rss,train_mse,train_nmse,outer_resampling_id
0,0.00014470666183937674,8.039258991076485e-06,0.018072798908249355,0
1,0.00014856759318877826,8.253755177154348e-06,0.018073514568363605,0
2,0.00014478605019673681,8.043669455374268e-06,0.017603210001329708,0
3,0.0001461817226341252,8.121206813006955e-06,0.017762045422101833,0
4,0.00014908227478366396,8.282348599092443e-06,0.02235404786579139,0
5,0.0001446029616907239,8.033497871706884e-06,0.018066808551510244,0
6,0.00014838497484533046,8.24360971362947e-06,0.01823758641891447,0
7,0.000146814349558058,8.156352753225445e-06,0.01783731475055238,0
8,0.00014323688414289655,7.957604674605363e-06,0.017433885912726283,0
9,0.0001438174834233393,7.989860190185517e-06,0.01749671470662675,0
10,0.00014347276728037662,7.970709293354257e-06,0.01745933299751223,0
11,0.00014750985381058486,8.194991878365825e-06,0.01821288062354081,0
12,0.00012418996470932078,6.899442483851154e-06,0.015688135459200492,0
13,0.0001292373431089811,7.179852394943394e-06,0.016512229907117575,0
14,0.00013691338594828725,7.606299219349292e-06,0.01792132482282712,0
15,8.899260659680301e-05,4.944033699822389e-06,0.013243769671401178,0
16,0.00013743017309881584,7.63500961660088e-06,0.0188983885027399,0
17,0.00014671731610391384,8.15096200577299e-06,0.021630758951084007,0
18,0.0001424476586561232,7.913758814229068e-06,0.02016334184130265,0
0,0.00014470666183937674,8.039258991076485e-06,0.018072798908249355,1
1,0.00016084791397678966,8.935995220932759e-06,0.01878629263238684,1
2,0.00015655560921737602,8.69753384540978e-06,0.01828647225851462,1
3,0.00015809058223429008,8.782810124127226e-06,0.018451701717568273,1
4,0.0001616684520994432,8.981580672191289e-06,0.022943932097039446,1
5,0.0001579511764814449,8.775065360080271e-06,0.018900257802794806,1
6,0.00016125032628587247,8.958351460326248e-06,0.019005691501586746,1
7,0.0001587975022131642,8.8220834562869e-06,0.01853088461170694,1
8,0.00015487642799299442,8.6042459996108e-06,0.01811228613291524,1
9,0.00015550346140659498,8.639081189255277e-06,0.018176728975409943,1
10,0.00015513088480289646,8.618382489049803e-06,0.01813836251764326,1
11,0.00016053306632304024,8.918503684613347e-06,0.019000233320141276,1
12,0.0001367743354762369,7.598574193124272e-06,0.01653447288340166,1
13,0.00014182351881175458,7.87908437843081e-06,0.017327321352229925,1
14,0.00014949956326279127,8.305531292377293e-06,0.01868279546764363,1
15,0.00010405255843986603,5.780697691103668e-06,0.014821493604199555,1
16,0.00015036900496942865,8.353833609412702e-06,0.019836139948729334,1
17,0.0001594615092225162,8.858972734584232e-06,0.022508793495492417,1
18,0.00015530034463439484,8.627796924133047e-06,0.021071716898026935,1
0,0.00014856759318877826,8.253755177154348e-06,0.018073514568363605,2
1,0.00016084791397678966,8.935995220932759e-06,0.01878629263238684,2
2,0.0001573663985733669,8.742577698520382e-06,0.01800164252284625,2
3,0.000159078134933286,8.837674162960334e-06,0.01817993234824624,2
4,0.0001636177268757572,9.089873715319844e-06,0.02247984134960021,2
5,0.00016076528372467401,8.931404651370779e-06,0.01878291229064014,2
6,0.00016345165394008617,9.080647441115898e-06,0.01883134674751511,2
7,0.00015987932869509098,8.882184927505054e-06,0.018266169725914508,2
8,0.00015552223822886261,8.640124346047922e-06,0.017815442170392888,2
9,0.00015620819275679972,8.678232930933318e-06,0.017884157809316986,2
10,0.00015580026348449528,8.655570193583072e-06,0.017843225367628838,2
11,0.0001629347257659665,9.051929209220362e-06,0.018843780393109955,2
12,0.00013872131764498544,7.706739869165857e-06,0.016363667399048144,2
13,0.00014377279154116155,7.987377307842308e-06,0.01712966519239808,2
14,0.00015144883803750603,8.413824335417002e-06,0.018434694282888936,2
15,0.0001090664788067054,6.059248822594745e-06,0.015241441782325544,2
16,0.00015275800313450816,8.486555729694897e-06,0.019772337410230212,2
17,0.0001616034423834292,8.977969021301621e-06,0.022379784601483023,2
18,0.00015757995753402172,8.75444208522343e-06,0.02097864758831646,2
0,0.00014478605019673681,8.043669455374268e-06,0.017603210001329708,3
1,0.00015655560921737602,8.69753384540978e-06,0.01828647225851462,3
2,0.0001573663985733669,8.742577698520382e-06,0.01800164252284625,3
3,0.0001539102830887209,8.550571282706716e-06,0.017609688632771535,3
4,0.00015895475409042796,8.830819671690441e-06,0.02179754776829379,3
5,0.00015647866433665528,8.693259129814182e-06,0.018283458458659797,3
6,0.00015886939527631793,8.826077515350997e-06,0.01831148022219112,3
7,0.00015475695981601105,8.59760887866728e-06,0.017700404791978916,3
8,0.0001501895106343555,8.343861701908639e-06,0.017228022915829207,3
9,0.00015090389201572003,8.38354955642889e-06,0.01729980936615725,3
10,0.00015047890663136314,8.359939257297953e-06,0.017257040106386422,3
11,0.00015844911840388532,8.80272880021585e-06,0.01833090426839056,3
12,0.0001340572387393065,7.447624374405916e-06,0.015811722540107355,3
13,0.00013910981776829291,7.728323209349607e-06,0.016569455115478218,3
14,0.0001467858652514137,8.154770291745206e-06,0.01785654693634456,3
15,0.00010585211387833482,5.880672993240823e-06,0.014860209732857142,3
16,0.00014830405685483134,8.239114269712853e-06,0.019265709061303857,3
17,0.00015703027271451493,8.723904039695275e-06,0.021843982338234754,3
18,0.0001530732122751126,8.504067348617367e-06,0.020460145122938492,3
0,0.0001461817226341252,8.121206813006955e-06,0.017762045422101833,4
1,0.00015809058223429008,8.782810124127226e-06,0.018451701717568273,4
2,0.000159078134933286,8.837674162960334e-06,0.01817993234824624,4
3,0.0001539102830887209,8.550571282706716e-06,0.017609688632771535,4
4,0.0001605881788817864,8.921565493432578e-06,0.022013867441236096,4
5,0.00015801208679774205,8.778449266541226e-06,0.01844859904089773,4
6,0.00016048344663079303,8.915747035044057e-06,0.0184818072615996,4
7,0.0001565183139564817,8.695461886471206e-06,0.01788353683426244,4
8,0.00015200823533357565,8.444901962976425e-06,0.017417515953760798,4
9,0.00015271486393673335,8.484159107596297e-06,0.017488391677295188,4
10,0.0001522945302193007,8.460807234405595e-06,0.017446166860100396,4
11,0.0001600368103124493,8.890933906247184e-06,0.01849940610415819,4
12,0.00013569096520228008,7.5383869556822265e-06,0.015992957114603013,4
13,0.00014074324282897294,7.819069046054052e-06,0.01675265610903188,4
14,0.00014841929004297955,8.245516113498864e-06,0.018044259836893527,4
15,0.00010709239704725144,5.949577613736191e-06,0.015002193106599214,4
16,0.00014988067586397898,8.326704214665498e-06,0.01943523896677546,4
17,0.00015863940883050262,8.81330049058348e-06,0.02202149113848266,4
18,0.0001546642326445575,8.592457369142083e-06,0.020632839204153038,4
0,0.00014908227478366396,8.282348599092443e-06,0.02235404786579139,5
1,0.0001616684520994432,8.981580672191289e-06,0.022943932097039446,5
2,0.0001636177268757572,9.089873715319844e-06,0.02247984134960021,5
3,0.00015895475409042796,8.830819671690441e-06,0.02179754776829379,5
4,0.0001605881788817864,8.921565493432578e-06,0.022013867441236096,5
5,0.0001615820264084844,8.9767792449158e-06,0.02294225025936129,5
6,0.00016447742603138698,9.1376347795215e-06,0.022894884974841677,5
7,0.0001613484159219973,8.963800884555406e-06,0.02211986173786112,5
8,0.0001571854706085585,8.732526144919917e-06,0.021574622304011852,5
9,0.00015784448543693216,8.769138079829565e-06,0.021656596066512983,5
10,0.0001574526935893078,8.747371866072655e-06,0.02160772809088143,5
11,0.0001638895438107198,9.1049746561511e-06,0.022940230507126038,5
12,0.00013982742141026058,7.76819007834781e-06,0.02011597092104024,5
13,0.00014487803479817785,8.04877971100988e-06,0.02112586471342984,5
14,0.00015255408052631416,8.475226695906343e-06,0.02289230524719598,5
15,0.00010932655334549536,6.073697408083076e-06,0.018702053630123776,5
16,0.00015370524622722388,8.539180345956882e-06,0.024071263263952498,5
17,0.00016263852488173405,9.03547360454078e-06,0.027530388801160204,5
18,0.00015856561473014534,8.809200818341407e-06,0.02564465222651018,5
0,0.0001446029616907239,8.033497871706884e-06,0.018066808551510244,6
1,0.0001579511764814449,8.775065360080271e-06,0.018900257802794806,6
2,0.00016076528372467401,8.931404651370779e-06,0.01878291229064014,6
3,0.00015647866433665528,8.693259129814182e-06,0.018283458458659797,6
4,0.00015801208679774205,8.778449266541226e-06,0.01844859904089773,6
5,0.0001615820264084844,8.9767792449158e-06,0.02294225025936129,6
6,0.0001611611836992039,8.953399094400216e-06,0.019001743140655933,6
7,0.00015871817981349018,8.81767665630501e-06,0.018527731192303314,6
8,0.0001548009302977303,8.60005168320724e-06,0.01810934801967986,6
9,0.0001554274468593769,8.634858158854273e-06,0.01817376463004344,6
10,0.00015505518036684957,8.614176687047198e-06,0.018135414017710186,6
11,0.00016044216643974077,8.91345369109671e-06,0.01899610098120289,6
12,0.00013668792989540563,7.593773883078091e-06,0.016530052288765872,6
13,0.00014173709313874624,7.87428295215257e-06,0.017323197507034697,6
14,0.0001494131375718465,8.300729865102584e-06,0.018679198911831868,6
15,0.00010393887934990576,5.774382186105875e-06,0.014810369842875837,6
16,0.00015027868344464802,8.34881574692489e-06,0.019830734535537776,6
17,0.00015937335462113354,8.85407525672964e-06,0.02250401082039628,6
18,0.0001552109823155315,8.62283235086286e-06,0.021066606073892335,6
0,0.00014838497484533046,8.24360971362947e-06,0.01823758641891447,7
1,0.00016125032628587247,8.958351460326248e-06,0.019005691501586746,7
2,0.00016345165394008617,9.080647441115898e-06,0.01883134674751511,7
3,0.00015886939527631793,8.826077515350997e-06,0.01831148022219112,7
4,0.00016048344663079303,8.915747035044057e-06,0.0184818072615996,7
5,0.00016447742603138698,9.1376347795215e-06,0.022894884974841677,7
6,0.0001611611836992039,8.953399094400216e-06,0.019001743140655933,7
7,0.00016123254172301863,8.957363429056591e-06,0.018563818803998166,7
8,0.00015711640760357609,8.728689311309782e-06,0.01813277176338126,7
9,0.00015776980046302018,8.764988914612233e-06,0.01819880410082316,7
10,0.00015738140819181352,8.743411566211862e-06,0.018159480558096547,7
11,0.00016355855741987925,9.086586523326625e-06,0.019082073405249044,7
12,0.00013958228378100436,7.754571321166909e-06,0.016621207073602817,7
13,0.00014463249182798037,8.035138434887799e-06,0.017400360420303608,7
14,0.0001523085371940195,8.46158539966775e-06,0.018730936236005795,7
15,0.00010824291056975044,6.013495031652803e-06,0.015213486803928674,7
16,0.00015337577600576206,8.520876444764559e-06,0.019972183900896775,7
17,0.00016235775994463968,9.019875552479982e-06,0.022614356168205643,7
18,0.00015825818893253773,8.792121607363207e-06,0.021193665789841724,7
0,0.000146814349558058,8.156352753225445e-06,0.01783731475055238,8
1,0.0001587975022131642,8.8220834562869e-06,0.01853088461170694,8
2,0.00015987932869509098,8.882184927505054e-06,0.018266169725914508,8
3,0.00015475695981601105,8.59760887866728e-06,0.017700404791978916,8
4,0.0001565183139564817,8.695461886471206e-06,0.01788353683426244,8
5,0.0001613484159219973,8.963800884555406e-06,0.02211986173786112,8
6,0.00015871817981349018,8.81767665630501e-06,0.018527731192303314,8
7,0.00016123254172301863,8.957363429056591e-06,0.018563818803998166,8
8,0.0001528664895429977,8.492582752388762e-06,0.01750950826563499,8
9,0.00015356898333111806,8.531610185062115e-06,0.017579921389262988,8
10,0.00015315113050270462,8.508396139039146e-06,0.017537973207813192,8
11,0.00016077184703352251,8.93176927964014e-06,0.01858042050059326,8
12,0.00013645136313327928,7.580631285182182e-06,0.016080120351234788,8
13,0.00014150348001283,7.861304445157223e-06,0.01684095540437525,8
14,0.0001491795270832962,8.287751504627566e-06,0.018135079550413952,8
15,0.00010764236569288114,5.980131427382286e-06,0.01506616013712104,8
16,0.0001506105547100374,8.367253039446523e-06,0.019515936644460743,8
17,0.0001593866296315317,8.854812757307316e-06,0.022106422344736167,8
18,0.00015540179171358946,8.633432872977192e-06,0.020715241151409696,8
0,0.00014323688414289655,7.957604674605363e-06,0.017433885912726283,9
1,0.00015487642799299442,8.6042459996108e-06,0.01811228613291524,9
2,0.00015552223822886261,8.640124346047922e-06,0.017815442170392888,9
3,0.0001501895106343555,8.343861701908639e-06,0.017228022915829207,9
4,0.00015200823533357565,8.444901962976425e-06,0.017417515953760798,9
5,0.0001571854706085585,8.732526144919917e-06,0.021574622304011852,9
6,0.0001548009302977303,8.60005168320724e-06,0.01810934801967986,9
7,0.00015711640760357609,8.728689311309782e-06,0.01813277176338126,9
8,0.0001528664895429977,8.492582752388762e-06,0.01750950826563499,9
9,0.00014896711181419303,8.275950656344057e-06,0.017103547739099886,9
10,0.00014853778487403847,8.252099159668805e-06,0.017060238894460563,9
11,0.00015672073288065355,8.70670738225853e-06,0.018153849784389702,9
12,0.0001322876736955996,7.349315205311089e-06,0.01562134979306896,9
13,0.00013734053403504883,7.630029668613825e-06,0.016377437292218043,9
14,0.00014501658176933516,8.056476764963065e-06,0.01766056282208174,9
15,0.00010444845441316172,5.802691911842318e-06,0.014701391632202437,9
16,0.0001465876557908238,8.143758655045767e-06,0.019085701453420496,9
17,0.00015528352124303654,8.626862291279807e-06,0.021656435050102053,9
18,0.00015134336883262982,8.407964935146102e-06,0.020277203436440516,9
0,0.0001438174834233393,7.989860190185517e-06,0.01749671470662675,10
1,0.00015550346140659498,8.639081189255277e-06,0.018176728975409943,10
2,0.00015620819275679972,8.678232930933318e-06,0.017884157809316986,10
3,0.00015090389201572003,8.38354955642889e-06,0.01729980936615725,10
4,0.00015271486393673335,8.484159107596297e-06,0.017488391677295188,10
5,0.00015784448543693216,8.769138079829565e-06,0.021656596066512983,10
6,0.0001554274468593769,8.634858158854273e-06,0.01817376463004344,10
7,0.00015776980046302018,8.764988914612233e-06,0.01819880410082316,10
8,0.00015356898333111806,8.531610185062115e-06,0.017579921389262988,10
9,0.00014896711181419303,8.275950656344057e-06,0.017103547739099886,10
10,0.00014925836847796923,8.292131582109401e-06,0.017132796069896657,10
11,0.00015736533925813636,8.742518847674242e-06,0.018219296721537413,10
12,0.0001329467890819561,7.3859327267753394e-06,0.015691713711307526,10
13,0.00013799954895319912,7.666641608511062e-06,0.016448367822977795,10
14,0.00014567559659777913,8.093088699876618e-06,0.017732883262834617,10
15,0.00010497703422914255,5.832057457174586e-06,0.014761056564514468,10
16,0.00014722779914989084,8.179322174993936e-06,0.019152430696107642,10
17,0.00015593450415611712,8.663028008673173e-06,0.0217258707277834,10
18,0.0001519883131640483,8.443795175780462e-06,0.020344979798490904,10
0,0.00014347276728037662,7.970709293354257e-06,0.01745933299751223,11
1,0.00015513088480289646,8.618382489049803e-06,0.01813836251764326,11
2,0.00015580026348449528,8.655570193583072e-06,0.017843225367628838,11
3,0.00015047890663136314,8.359939257297953e-06,0.017257040106386422,11
4,0.0001522945302193007,8.460807234405595e-06,0.017446166860100396,11
5,0.0001574526935893078,8.747371866072655e-06,0.02160772809088143,11
6,0.00015505518036684957,8.614176687047198e-06,0.018135414017710186,11
7,0.00015738140819181352,8.743411566211862e-06,0.018159480558096547,11
8,0.00015315113050270462,8.508396139039146e-06,0.017537973207813192,11
9,0.00014853778487403847,8.252099159668805e-06,0.017060238894460563,11
10,0.00014925836847796923,8.292131582109401e-06,0.017132796069896657,11
11,0.0001569822188761147,8.721234382006372e-06,0.01818032511447995,11
12,0.00013255493689956767,7.364163161087093e-06,0.0156498134193265,11
13,0.0001376077570517053,7.644875391761405e-06,0.016406124786362115,11
14,0.00014528380475012132,8.071322486117852e-06,0.017689802765881647,11
15,0.00010466352272143794,5.8146401511909965e-06,0.014725652301787729,11
16,0.000146847332198324,8.158185122129112e-06,0.019112720530548567,11
17,0.000155547533488516,8.641529638250889e-06,0.021684538767707023,11
18,0.0001516049656454601,8.422498091414451e-06,0.02030464135459161,11
0,0.00014750985381058486,8.194991878365825e-06,0.01821288062354081,12
1,0.00016053306632304024,8.918503684613347e-06,0.019000233320141276,12
2,0.0001629347257659665,9.051929209220362e-06,0.018843780393109955,12
3,0.00015844911840388532,8.80272880021585e-06,0.01833090426839056,12
4,0.0001600368103124493,8.890933906247184e-06,0.01849940610415819,12
5,0.0001638895438107198,9.1049746561511e-06,0.022940230507126038,12
6,0.00016044216643974077,8.91345369109671e-06,0.01899610098120289,12
7,0.00016355855741987925,9.086586523326625e-06,0.019082073405249044,12
8,0.00016077184703352251,8.93176927964014e-06,0.01858042050059326,12
9,0.00015672073288065355,8.70670738225853e-06,0.018153849784389702,12
10,0.00015736533925813636,8.742518847674242e-06,0.018219296721537413,12
11,0.0001569822188761147,8.721234382006372e-06,0.01818032511447995,12
12,0.00013899474343841058,7.72193019102281e-06,0.016622149126456355,12
13,0.00014404460991255012,8.002478328475006e-06,0.017405557127398302,12
14,0.00015172065497358773,8.42892527631043e-06,0.018744001579732626,12
15,0.00010719643131040397,5.9553572950224425e-06,0.015120415784428413,12
16,0.0001527221554770155,8.484564193167529e-06,0.0199568977180325,12
17,0.00016174098109776488,8.985610060986938e-06,0.022608957993605523,12
18,0.00015762087889517715,8.756715494176509e-06,0.0211828797995209,12
0,0.00012418996470932078,6.899442483851154e-06,0.015688135459200492,13
1,0.0001367743354762369,7.598574193124272e-06,0.01653447288340166,13
2,0.00013872131764498544,7.706739869165857e-06,0.016363667399048144,13
3,0.0001340572387393065,7.447624374405916e-06,0.015811722540107355,13
4,0.00013569096520228008,7.5383869556822265e-06,0.015992957114603013,13
5,0.00013982742141026058,7.76819007834781e-06,0.02011597092104024,13
6,0.00013668792989540563,7.593773883078091e-06,0.016530052288765872,13
7,0.00013958228378100436,7.754571321166909e-06,0.016621207073602817,13
8,0.00013645136313327928,7.580631285182182e-06,0.016080120351234788,13
9,0.0001322876736955996,7.349315205311089e-06,0.01562134979306896,13
10,0.0001329467890819561,7.3859327267753394e-06,0.015691713711307526,13
11,0.00013255493689956767,7.364163161087093e-06,0.0156498134193265,13
12,0.00013899474343841058,7.72193019102281e-06,0.016622149126456355,13
13,0.0001199824868409576,6.665693713386533e-06,0.014820959752868595,13
14,0.0001276585325726038,7.0921406984779894e-06,0.016136316506466197,13
15,8.44362273980594e-05,4.690901522114411e-06,0.012152423598313951,13
16,0.00012881045186785816,7.156136214881009e-06,0.017161083218959674,13
17,0.00013774330603382603,7.652405890768113e-06,0.019644263553567375,13
18,0.00013367063242325036,7.426146245736132e-06,0.01832002988085258,13
0,0.0001292373431089811,7.179852394943394e-06,0.016512229907117575,14
1,0.00014182351881175458,7.87908437843081e-06,0.017327321352229925,14
2,0.00014377279154116155,7.987377307842308e-06,0.01712966519239808,14
3,0.00013910981776829291,7.728323209349607e-06,0.016569455115478218,14
4,0.00014074324282897294,7.819069046054052e-06,0.01675265610903188,14
5,0.00014487803479817785,8.04877971100988e-06,0.02112586471342984,14
6,0.00014173709313874624,7.87428295215257e-06,0.017323197507034697,14
7,0.00014463249182798037,8.035138434887799e-06,0.017400360420303608,14
8,0.00014150348001283,7.861304445157223e-06,0.01684095540437525,14
9,0.00013734053403504883,7.630029668613825e-06,0.016377437292218043,14
10,0.00013799954895319912,7.666641608511062e-06,0.016448367822977795,14
11,0.0001376077570517053,7.644875391761405e-06,0.016406124786362115,14
12,0.00014404460991255012,8.002478328475006e-06,0.017405557127398302,14
13,0.0001199824868409576,6.665693713386533e-06,0.014820959752868595,14
14,0.0001327091459605295,7.372730331140528e-06,0.016966520650407584,14
15,8.948162344239749e-05,4.971201302355416e-06,0.013016677472726276,14
16,0.00013386031233428547,7.436684018571415e-06,0.01801551386142722,14
17,0.0001427935906097935,7.932977256099638e-06,0.02058148039227547,14
18,0.00013872068066939525,7.706704481633069e-06,0.01920932147913815,14
0,0.00013691338594828725,7.606299219349292e-06,0.01792132482282712,15
1,0.00014949956326279127,8.305531292377293e-06,0.01868279546764363,15
2,0.00015144883803750603,8.413824335417002e-06,0.018434694282888936,15
3,0.0001467858652514137,8.154770291745206e-06,0.01785654693634456,15
4,0.00014841929004297955,8.245516113498864e-06,0.018044259836893527,15
5,0.00015255408052631416,8.475226695906343e-06,0.02289230524719598,15
6,0.0001494131375718465,8.300729865102584e-06,0.018679198911831868,15
7,0.0001523085371940195,8.46158539966775e-06,0.018730936236005795,15
8,0.0001491795270832962,8.287751504627566e-06,0.018135079550413952,15
9,0.00014501658176933516,8.056476764963065e-06,0.01766056282208174,15
10,0.00014567559659777913,8.093088699876618e-06,0.017732883262834617,15
11,0.00014528380475012132,8.071322486117852e-06,0.017689802765881647,15
12,0.00015172065497358773,8.42892527631043e-06,0.018744001579732626,15
13,0.0001276585325726038,7.0921406984779894e-06,0.016136316506466197,15
14,0.0001327091459605295,7.372730331140528e-06,0.016966520650407584,15
15,9.715766451149534e-05,5.397648028416408e-06,0.014468147941931738,15
16,0.00014153635739009595,7.863130966116442e-06,0.01947479291291781,15
17,0.000150469636044317,8.359424224684279e-06,0.022198080013776458,15
18,0.00014639672589288999,8.133151438493888e-06,0.020735107686734394,15
0,8.899260659680301e-05,4.944033699822389e-06,0.013243769671401178,16
1,0.00010405255843986603,5.780697691103668e-06,0.014821493604199555,16
2,0.0001090664788067054,6.059248822594745e-06,0.015241441782325544,16
3,0.00010585211387833482,5.880672993240823e-06,0.014860209732857142,16
4,0.00010709239704725144,5.949577613736191e-06,0.015002193106599214,16
5,0.00010932655334549536,6.073697408083076e-06,0.018702053630123776,16
6,0.00010393887934990576,5.774382186105875e-06,0.014810369842875837,16
7,0.00010824291056975044,6.013495031652803e-06,0.015213486803928674,16
8,0.00010764236569288114,5.980131427382286e-06,0.01506616013712104,16
