resampling_id,shift,coef
0,-2254910.6723,361336.63022356504
1,-2201578.5741421054,352790.4645939347
2,-2134024.5831421055,341965.32146306976
3,-2101432.7453789474,336742.66468940675
4,-2110321.428405263,338167.0256276785
5,-2343204.923694737,375485.2822103973
6,-2202171.1517578945,352885.4217890925
7,-2171357.0503263157,347947.6371592275
8,-2115062.057326316,338926.6844700512
9,-2093136.639,335413.2607911088
10,-2096099.533368421,335888.0477747497
11,-2094321.7967473683,335603.17558456527
12,-2181430.895489474,349561.9135943438
13,-2343204.925926316,375485.28256799513
14,-2343204.923694737,375485.2822103973
15,-2343204.923694737,375485.2822103973
16,-2700127.8791688206,432680.1558946663
17,-1881556.3664937064,301508.72597262845
18,-1700593.5516128698,272510.4627745463
19,-1706052.458760884,273385.22180915973
