exp_id,id_in_exp,yres,ypred,w
0,0,0.00014492504652446002,0.0028615180971826846,0.05
0,1,0.0003371883469036699,0.005537311011083649,0.05
0,2,0.0006011241376479865,0.010782166946322792,0.05
0,3,0.0005061328324232607,0.01830260387459783,0.05
0,4,0.00010636997818070165,0.02898641778135736,0.05
1,0,6.28211339796317e-08,-0.00025064144505574433,0.05
1,1,0.0002615791261755699,0.007626592004912205,0.05
1,2,7.273137223558428e-05,0.020471730994182685,0.05
1,3,6.684304911699505e-05,0.030324240150481727,0.05
1,4,6.193157476361435e-06,0.03971139447152398,0.05
1,5,4.4492297434849225e-05,0.04837025467541152,0.05
1,6,0.00037812465865251504,0.06144542770556912,0.05
2,0,0.00012165554976079766,0.01627024253390866,0.05
2,1,3.0601118659907802e-06,0.019450682457073393,0.05
2,2,1.5601505472926257e-05,0.022849874108490834,0.05
2,3,0.0001370629449877376,0.026507388478552236,0.05
3,0,5.902180052455163e-05,0.06861743528992098,0.05
3,1,9.66116468692137e-06,0.07170824141387398,0.05
3,2,8.458557978866112e-07,0.07458029580957429,0.05
3,3,3.0184338023852802e-05,0.07719402748663062,0.05
