,time_step,stimulus,type,familiarity,novelty,n_im
0,0,0,fam,0.06666666666666667,2.70805020110221,3
1,1,1,fam,0.066,2.7181005369557116,3
2,2,2,fam,0.06534000000000001,2.7281508728092128,3
3,3,0,fam,0.0744876,2.597122610402809,3
4,4,1,fam,0.073840734,2.6058447484252447,3
5,5,2,fam,0.07320033666,2.6145552588451193,3
6,6,0,fam,0.0820762437924,2.500106661369983,3
7,7,1,fam,0.081448590359466,2.5077832509044002,3
8,8,2,fam,0.08082721346086133,2.5154415699013777,3
9,9,0,fam,0.08943949727552192,2.4141928903925547,3
10,10,1,fam,0.0888304857771995,2.4210253795990275,3
11,11,2,fam,0.08822756439386027,2.427835843321716,3
12,12,0,fam,0.09658405476694164,2.3373416159127265,3
13,13,1,fam,0.09599313151913089,2.343478636749606,3
14,14,2,fam,0.09540811750379823,2.3495916150094254,3
15,15,0,fam,0.1035164117563087,2.2680251111534373,3
16,16,1,fam,0.10294303951988117,2.2735794580914326,3
17,17,2,fam,0.1023754010058179,2.2791088197878286,3
18,18,0,fam,0.11024287081073456,2.205069430594191,3
19,19,1,fam,0.10968652830310116,2.210128724136337,3
20,20,2,fam,0.1091357492205441,2.2151627659343096,3
21,21,0,fam,0.11676954730478491,2.1475529677129823,3
22,22,1,fam,0.11622972872597075,2.152186626270819,3
23,23,2,fam,0.11569530833294471,2.156795195881746,3
24,24,0,fam,0.12310237498028548,2.094738952880475,3
25,25,1,fam,0.1225785895530807,2.099002907328809,3
26,26,2,fam,0.12206004198014792,2.1032422079354203,3
27,27,0,fam,0.129247111340996,2.046029115236031,3
28,28,1,fam,0.12873888286476465,2.0499690898478207,3
29,29,2,fam,0.12823573667329555,2.053885016139144,3
30,30,0,fam,0.13520934288705708,2.000931013566649,3
31,31,1,fam,0.13471620930479827,2.004584866467138,3
32,32,2,fam,0.134228007058362,2.008215379807579,3
33,33,0,fam,0.1409944901939686,1.959034466006001,3
34,34,1,fam,0.14051600317223648,1.962433895112875,3
35,35,2,fam,0.14004230102072157,1.9658107518629846,3
36,36,0,fam,0.14660781284071756,1.9199941973567498,3
37,37,1,fam,0.14614353736201788,1.9231660076155952,3
38,38,2,fam,0.14568390463810516,1.9263160410794073,3
39,39,0,fam,0.1520544141915354,1.8835168340961062,3
40,40,1,fam,0.1516039281588286,1.8864838947716391,3
41,41,2,fam,0.1511579469864488,1.8894299823180827,3
42,42,0,fam,0.15733924603563262,1.8493510020358763,3
43,43,1,fam,0.15690213988858323,1.852132980785592,3
44,44,2,fam,0.1564694048030043,1.8548947845802803,3
45,45,0,fam,0.16246711308912834,1.8172796786841203,3
46,46,1,fam,0.1620429894317524,1.819893612090642,3
47,47,2,fam,0.16162310701095028,1.8224881541879367,3
48,48,0,fam,0.16744267736326812,1.787114210986158,3
49,49,1,fam,0.16703115060263996,1.7895749534053125,3
50,50,2,fam,0.16662373910961809,1.792017067745996,3
51,51,0,fam,0.17227046240290167,1.7586895813520296,3
52,52,1,fam,0.17187115839859096,1.7610101619465623,3
53,53,3,nov,0.03913578546249895,3.2407180013377874,3
54,54,0,fam,0.1769548573990731,1.73186062188038,3
55,55,1,fam,0.17656741312299443,1.7340525314912143,3
56,56,2,fam,0.16638284328967648,1.793463861141048,3
57,57,0,fam,0.18150012117946324,1.7064989576220095,3
58,58,1,fam,0.1811241843858284,1.7085723813972353,3
59,59,2,fam,0.17124210646112978,1.764676896559784,3
0,0,0,fam,0.06666666666666667,2.70805020110221,6
1,1,1,fam,0.066,2.7181005369557116,6
2,2,2,fam,0.06534000000000001,2.7281508728092128,6
3,3,3,fam,0.06468660000000001,2.7382012086627143,6
4,4,4,fam,0.06403973400000001,2.7482515445162154,6
5,5,5,fam,0.06339933666000001,2.758301880369717,6
6,6,0,fam,0.0722752437924,2.627273617963313,6
7,7,1,fam,0.07164759035946601,2.635995755985749,6
8,8,2,fam,0.07102621346086134,2.644706266405624,6
9,9,3,fam,0.07041105033124273,2.6534050632034214,6
10,10,4,fam,0.0698020388329203,2.6620920599997118,6
11,11,5,fam,0.0691991174495811,2.6707671700586113,6
12,12,0,fam,0.07755560782266244,2.5567600796250334,6
13,13,1,fam,0.07696468457485169,2.5644086042218555,6
14,14,2,fam,0.07637967055951904,2.572038710371353,6
15,15,3,fam,0.07580050668433973,2.5796503018661823,6
16,16,4,fam,0.07522713444791221,2.58724328268562,6
17,17,5,fam,0.07465949593384896,2.5948175570072536,6
18,18,0,fam,0.0825269657387656,2.4946301816081746,6
19,19,1,fam,0.0819706232311322,2.501394349184796,6
20,20,2,fam,0.08141984414857513,2.5081362500754945,6
21,21,3,fam,0.08087457285684364,2.5148558076978187,6
22,22,4,fam,0.08033475427802948,2.5215529462077737,6
23,23,5,fam,0.07980033388500346,2.528227590512527,6
