resampling_id,train_rss,train_mse,train_nmse
0,0.0001451494066465805,7.639442455083184e-06,0.017635028247014243
1,0.0001349911065412335,7.104795081117553e-06,0.015752290031990846
2,0.00012084280883484119,6.3601478334126944e-06,0.013804204894223387
3,0.0001253994899289188,6.5999731541536214e-06,0.014339236372972465
4,0.0001467742300240872,7.724959474951957e-06,0.016766664064072602
5,0.00015277880387223663,8.040989677486138e-06,0.020943328528988055
6,0.00013894952501058606,7.313132895294003e-06,0.016219556397109616
7,0.0001488194334836891,7.832601762299425e-06,0.017133348272904393
8,0.00014898049185789363,7.841078518836506e-06,0.017013408665941518
9,0.00015240834304227894,8.021491739067314e-06,0.017452449066079304
10,0.0001498918956383909,7.889047138862678e-06,0.017154641648099753
11,0.00012409542296497005,6.5313380507878976e-06,0.014207006817098728
12,0.00014623868056007737,7.696772661056703e-06,0.016899840769685585
13,0.0001526159526707761,8.032418561619795e-06,0.017984733867808012
14,0.00015192466424717552,7.996034960377659e-06,0.018081087667584077
15,0.0001451322697979735,7.638540515682816e-06,0.017643070552505375
16,0.00014863150888045417,7.822710993708115e-06,0.020770423232351787
17,0.00015210400663586213,8.005474033466428e-06,0.019687381728823766
18,0.000152722736429738,8.038038759459895e-06,0.02114993064897087
19,0.00015065992183276372,7.929469570145459e-06,0.020057296986958136
