resampling_id,train_rss,train_mse,train_nmse
0,8.09823531451631e-05,4.262229112903321e-06,0.00983900739396015
1,8.080035233584504e-05,4.252650122939213e-06,0.009428699543939968
2,7.688067226312478e-05,4.046351171743409e-06,0.008782289674980029
3,7.899688001863801e-05,4.157730527296737e-06,0.009033170198353155
4,7.734405899430438e-05,4.070739947068651e-06,0.008835351098735083
5,8.086130889111663e-05,4.255858362690349e-06,0.011084685273533464
6,7.414170371387838e-05,3.9021949323093884e-06,0.008654549518419902
7,8.082161327670197e-05,4.25376911982642e-06,0.009304865741203748
8,7.941402316145619e-05,4.179685429550325e-06,0.009068994289139284
9,7.844569736296962e-05,4.1287209138405065e-06,0.008982904153091612
10,8.027996971975429e-05,4.225261564197594e-06,0.00918778234271631
11,8.07493511676984e-05,4.249965850931495e-06,0.009244551935163851
12,6.517824297446376e-05,3.4304338407612503e-06,0.007532220091823106
13,8.355414005275866e-05,4.3975863185662455e-06,0.009846277182071867
14,8.34479576810786e-05,4.391997772688347e-06,0.009931434411845207
15,8.295110108153129e-05,4.3658474253437516e-06,0.010083988425363252
16,3.895424702024471e-05,2.0502235273813005e-06,0.005443638454608069
17,8.90384182912921e-05,4.686232541646953e-06,0.011524570379187214
18,9.451831538992826e-05,4.974648178417277e-06,0.013089444717186751
19,7.349145180436705e-05,3.867971147598266e-06,0.009783888488135096
