resampling_id,train_rss,train_mse,train_nmse
0,1.842074370014888e-05,9.695128263236254e-07,0.002238041084619123
1,1.8407889874621515e-05,9.688363091906062e-07,0.0021480409162615054
2,1.7742638521448508e-05,9.338230800762372e-07,0.0020267901737451182
3,1.8160249172902904e-05,9.558025880475212e-07,0.002076596209681071
4,1.73617124439101e-05,9.137743391531632e-07,0.001983304562907926
5,1.8511476635077133e-05,9.74288243951428e-07,0.0025376029062861324
6,1.6529448005792505e-05,8.699709476732898e-07,0.0019294798893527488
7,1.8510752353162372e-05,9.742501238506512e-07,0.0021311139240089627
8,1.8183324038225507e-05,9.570170546434477e-07,0.0020765156491942224
9,1.7929639589392388e-05,9.436652415469678e-07,0.0020531429937547772
10,1.841528921522018e-05,9.69225748169483e-07,0.0021075701657368774
11,1.8507501391348552e-05,9.740790205972923e-07,0.002118822694279187
12,1.5052412979318268e-05,7.922322620693825e-07,0.0017395081901434573
13,1.8444716740476575e-05,9.70774565288241e-07,0.0021735822241346534
14,1.8505807901759452e-05,9.73989889566287e-07,0.0022024411683858867
15,1.8327887492776395e-05,9.646256575145472e-07,0.002228037999843574
16,9.487884348189707e-06,4.993623341152477e-07,0.0013258788461201025
17,1.7623394930036743e-05,9.275471015808812e-07,0.0022810609070678294
18,1.847311782443735e-05,9.722693591809132e-07,0.0025582645386717936
19,1.5053442094175199e-05,7.92286426009221e-07,0.002004058910199093
