resampling_id,shift,coef
0,0.030223791385360542,0.022546827866920832
1,0.03026465864005463,0.022525299807625198
2,0.030532293957306958,0.022384314830225908
3,0.030472612255917398,0.022415753966913633
4,0.029542540087544165,0.022905697540071338
5,0.03017203638422978,0.02257409137511411
6,0.030488736923376104,0.022407259811879916
7,0.030182587416732132,0.022568533300439387
8,0.030443976640981123,0.022430838640962094
9,0.030566772241538892,0.02236615235386401
10,0.03033892026807353,0.022486180254737434
11,0.030207528116181954,0.022555395034591835
12,0.029317250610831132,0.023024375568474958
13,0.030098399418774794,0.022612881868151455
14,0.0301899194272612,0.02256467094270071
15,0.030081613136586857,0.02262172454870343
16,0.0260304319558363,0.022758861783045196
17,0.03136978579844117,0.02256784565660767
18,0.03040969846829189,0.02257890394050838
19,0.032361919157015785,0.022654929422287473
