exp_id,id_in_exp,yres,ypred,w
0,0,2.343845045858605e-06,0.013369037869227784,0.2
0,1,3.0731795450771248e-06,0.022146951356899324,0.2
0,2,1.7776750781209477e-05,0.03108375157501251,0.2
0,3,9.541883463269015e-06,0.03771100607587697,0.2
0,4,1.3247265711853626e-05,0.0429396793419,0.2
1,0,1.3695418356694249e-09,-3.700732137928149e-05,0.14285714285714285
1,1,4.0523908706158136e-05,0.017434160801107358,0.14285714285714285
1,2,3.5880526000233356e-07,0.028400996444082064,0.14285714285714285
1,3,8.908285419449392e-06,0.03551532490554677,0.14285714285714285
1,4,1.4426341126581776e-05,0.038401797645387786,0.14285714285714285
1,5,3.7902965709516356e-06,0.039753131598964216,0.14285714285714285
1,6,9.08913241248058e-07,0.041046630585109815,0.14285714285714285
2,0,5.159377227643961e-05,0.034482880499941485,0.25
2,1,5.441171585382094e-07,0.021937642974980586,0.25
2,2,4.028923937296029e-07,0.018265261948730342,0.25
2,3,2.478184416639931e-06,0.01637422502096744,0.25
3,0,0.00012484731660305042,0.06512649040797609,0.25
3,1,1.275802292593705e-05,0.07217183747193752,0.25
3,2,4.7108379958582977e-07,0.07618635544697032,0.25
3,3,4.78216046894765e-05,0.07861531667311603,0.25
