n_im,steady,sample_id
3,1.5285683380963517,0
6,2.013475101373314,0
9,2.1663148489981,0
12,2.085602220534674,0
3,1.634835558434689,1
6,1.995147007655124,1
9,2.0978820003447356,1
12,2.1770187862881434,1
3,1.346957308450615,2
6,1.6195467338225833,2
9,1.9510164486307,2
12,2.016930432290234,2
3,1.5548892106047414,3
6,1.9912505959769904,3
9,2.157511018515301,3
12,2.1853031372930998,3
3,1.8834618502184486,4
6,2.0474339089457363,4
9,2.207468973451428,4
12,2.2392321198017395,4
3,1.554616693202699,5
6,1.8941107697156376,5
9,2.0441952965662598,5
12,2.0936338632143014,5
3,1.576174422250161,6
6,2.032288416646877,6
9,2.174912180431697,6
12,2.247251040803519,6
3,1.6204807326162396,7
6,1.7721047074999063,7
9,2.00015235812588,7
12,2.1440774430343765,7
3,1.496866649358913,8
6,1.3907871942055716,8
9,1.8219041515948668,8
12,2.1190937167180874,8
3,1.6686676744161697,9
6,1.8016596649645884,9
9,1.95559777568555,9
12,2.0314566030783863,9
3,1.4459358481114768,10
6,1.84156082728565,10
9,1.952886223805368,10
12,2.0225146410757353,10
3,1.5009410662769624,11
6,1.9570469180357342,11
9,1.9431404736905926,11
12,2.0755116806629146,11
3,1.4589981139193544,12
6,1.8383583511057262,12
9,2.0265304503677863,12
12,2.195168934979341,12
3,1.6476186924224865,13
6,1.7230852679512079,13
9,1.9626639343431722,13
12,2.08007249244956,13
3,1.581739113206077,14
6,1.8467383585693034,14
9,2.016883546870053,14
12,2.1731952627562716,14
3,1.6292005720629317,15
6,1.9727312764922758,15
9,2.044561980818671,15
12,2.267708596502518,15
3,1.6837918620512147,16
6,1.6705880093031016,16
9,1.862854939566866,16
12,1.8632457155708406,16
3,1.5738015362328097,17
6,1.7977895251240885,17
9,1.9899131761540898,17
12,2.0637970178313667,17
3,1.6259564527627564,18
6,1.998757717376964,18
9,2.0889908513637856,18
12,2.1348688751594027,18
3,1.1820905137377895,19
6,1.7788605970741562,19
9,1.8623743227932772,19
12,2.090863232709131,19
3,1.8273111309749543,20
6,1.7838711676840169,20
9,1.9357635658588572,20
12,2.131600535534296,20
3,1.598522196223216,21
6,1.8048694562917809,21
9,2.019676315050375,21
12,2.056914344165,21
3,1.7495735487510455,22
6,1.9676768740757589,22
9,2.1543182467844892,22
12,2.2017970024748603,22
3,1.4774826968296102,23
6,1.8693843554724199,23
9,1.876294073904404,23
12,2.147211902279685,23
3,1.5235624802359795,24
6,1.9329408722639867,24
9,2.1000647555317893,24
12,2.1656154602830617,24
3,1.5332655436929727,25
6,1.9362435903863593,25
9,2.1665037277171026,25
12,2.2650049567577395,25
3,1.7395570982423216,26
6,1.9213346839008352,26
9,2.149633092318579,26
12,2.263716432089803,26
3,1.690071859333225,27
6,1.9202483113446511,27
9,2.0538738758653126,27
12,2.1443560519787366,27
3,1.5554816237377918,28
6,1.9008731615307821,28
9,2.0610045991347286,28
12,2.2163616204235828,28
3,1.386137416016593,29
6,1.7271475234783094,29
9,2.0199121127255184,29
12,2.1524642937209024,29
3,1.7556651250018709,30
6,1.9323947718572636,30
9,2.1302331773609655,30
12,2.2631996248087356,30
3,1.8841098341372138,31
6,1.8998940211935311,31
9,2.126152242906779,31
12,2.23469091312233,31
3,1.4076695080665833,32
6,1.9132093991329133,32
9,2.027124644191561,32
12,2.22308045664427,32
3,1.6516996399319857,33
6,1.8168520958578243,33
9,2.119707046705941,33
12,2.2156125746265616,33
3,1.4101860391643162,34
6,1.839301387703782,34
9,1.9912259699088035,34
12,2.0625085372353698,34
3,1.3886038170494766,35
6,1.8862536222739328,35
9,2.1052211858670615,35
12,2.233107126595056,35
3,1.4954925883857215,36
6,1.7031331278048776,36
9,2.0169272938443714,36
12,2.1157650666792986,36
3,1.3230821749955242,37
6,1.833066189259962,37
9,2.0426983769559084,37
12,2.2172734588151655,37
3,1.4094633228859952,38
6,1.8118052723853566,38
9,1.9838889178894794,38
12,2.0957143872168706,38
3,1.5542462913594843,39
6,1.8266209980623198,39
9,2.115923927801794,39
12,2.0843343463727178,39
3,1.6196299842902617,40
6,1.8303632546048436,40
9,2.0229439717650144,40
12,2.092149250501778,40
3,1.6578624326112321,41
6,2.0385267043794277,41
9,2.1446041464058,41
12,2.223117688212683,41
3,1.5115342198345638,42
6,2.088497242098453,42
9,2.20701600950804,42
12,2.292975001681105,42
3,1.3180017867930762,43
6,1.898089843629791,43
9,2.0576083961551968,43
12,2.079904939665243,43
3,1.1025064618134708,44
6,1.888024314859972,44
9,2.0827087682936276,44
12,2.2250417758217598,44
3,1.577042464259233,45
6,1.829650119563553,45
9,2.00232025348189,45
12,2.1093870613361516,45
3,1.5017324277391715,46
6,1.8466775351695428,46
9,2.2252187753838726,46
12,2.3626176674135873,46
3,1.3772305334651884,47
6,1.8231314038825337,47
9,1.8528339506884883,47
12,2.088756081456545,47
3,1.415821479220539,48
6,1.6979645253441527,48
9,1.9400342019953558,48
12,2.0975720102573545,48
3,1.4882312504844046,49
6,1.8433011280372456,49
9,1.9774123618354653,49
12,2.1389778261533645,49
