exp_id,id_in_exp,yres,ypred,w
0,0,1.7039115767330627e-06,0.013594660359625487,0.05
0,1,1.9024291702723797e-06,0.022520714253581813,0.05
0,2,1.3628380660013353e-05,0.031608336328968555,0.05
0,3,6.015071880362678e-06,0.03834743565214638,0.05
0,4,1.904755609294033e-05,0.043664350592349375,0.05
1,0,1.416158032937353e-09,-3.763187522483238e-05,0.05
1,1,3.686446845112109e-05,0.01772838831519002,0.05
1,2,1.432672627524734e-08,0.02888030569656309,0.05
1,3,5.689660473111112e-06,0.03611469908122453,0.05
1,4,9.923222235119157e-06,0.03904988536159092,0.05
1,5,1.6281119586202277e-06,0.04042402509483132,0.05
1,6,6.793643680616577e-08,0.04173935380914703,0.05
2,0,6.029259476802879e-05,0.03506483063357011,0.05
2,1,1.2273836476082384e-06,0.022307873479964314,0.05
2,2,1.0659210488631761e-07,0.018573515536531495,0.05
2,3,3.4245890981160882e-06,0.016650564534977392,0.05
3,0,0.00012784392396304018,0.0649931912564579,0.05
3,1,1.265537280406519e-05,0.07215743907945943,0.05
3,2,5.471679902328462e-07,0.0762397080439152,0.05
3,3,4.9135356029248105e-05,0.07870966162016742,0.05
