outer_resampling_id,train_mse
0,2.474991646843029e-06
1,3.137199083689298e-06
2,3.3153685761131225e-06
3,3.1108485822930473e-06
4,3.1854693525920896e-06
5,3.3480021097647817e-06
6,3.1291075688757094e-06
7,3.316205221540517e-06
8,3.219489125907479e-06
9,3.028453312698994e-06
10,3.059293285462461e-06
11,3.0409777138917518e-06
12,3.2737228954767134e-06
13,3.236049459766146e-06
14,3.2950402373637134e-06
15,3.291780186673046e-06
16,2.9610592036251927e-06
17,3.3180328580506185e-06
18,3.34341692454906e-06
19,3.1245809017050806e-06
