,n_fam,nt_norm,steady
0,1,30.32902167051698,9.22039001848995
1,3,57.96004309710629,9.220389707829183
2,8,127.03759588692765,9.220389707829183
3,18,265.1927014665704,9.220389707829183
4,38,541.5029126258557,9.220389707829183
