outer_resampling_id,train_mse
0,2.4920098370301726e-06
1,2.6489688792925434e-06
2,2.747436330175901e-06
3,2.614857994876397e-06
4,2.6730243599322466e-06
5,2.7607099321405843e-06
6,2.431960428550814e-06
7,2.678810553583208e-06
8,2.6975313124287373e-06
9,2.550231871915341e-06
10,2.5752016100421065e-06
11,2.5604096824763597e-06
12,2.6186510474068617e-06
13,2.7449373783091696e-06
14,2.751536240791841e-06
15,2.7486788144221308e-06
16,1.835814049126551e-06
17,2.7204276609253384e-06
18,2.7321890054101114e-06
19,2.3389932740834187e-06
