,n_fam,nt_norm,steady
0,1,1.7076273177847618,1.757621789465902
1,3,2.1006301124220785,1.5554093603598964
2,8,2.341685673332283,1.4597027202390693
3,18,2.3923581057194765,1.4420660469740298
4,38,2.394531147403852,1.44132791572365
