Unnamed: 0,mse_comb,grid_id,alph_leak,eps,k_alph,num_states_input,num_states_model,jack_mse_mean,jack_mse_std,jack_mse_se
0,1.1740948331932725e-05,26,,,0.3,13,23,1.2952874811196659e-05,9.208577668064129e-07,9.208577668064129e-07
0,1.1497888574224215e-05,27,,,0.3,13,63,1.268259963006975e-05,9.000443249175158e-07,9.000443249175158e-07
0,1.1010413586150351e-05,28,,,0.3,13,513,1.214086769211837e-05,8.579834581007566e-07,8.579834581007566e-07
0,1.0509984939715649e-05,29,,,0.3,13,5013,1.1585224730319979e-05,8.142395724625562e-07,8.142395724625562e-07
0,1.1994584926667402e-05,30,,,0.4,13,13,1.3235309869051609e-05,9.424322291373568e-07,9.424322291373568e-07
0,1.1969673960209632e-05,31,,,0.4,13,15,1.320759399405881e-05,9.403120507421887e-07,9.403120507421887e-07
0,1.1895567450567136e-05,32,,,0.4,13,23,1.3125149270991063e-05,9.340016169846756e-07,9.340016169846756e-07
0,1.1722772060042424e-05,33,,,0.4,13,63,1.2932947427706927e-05,9.192592254276128e-07,9.192592254276128e-07
0,1.1372215830003538e-05,34,,,0.4,13,513,1.2543182685205081e-05,8.891812877734094e-07,8.891812877734094e-07
0,1.1005489256283945e-05,35,,,0.4,13,5013,1.2135683659218395e-05,8.574293293180918e-07,8.574293293180918e-07
0,1.2066877379247955e-05,36,,,0.5,13,13,1.3315878129098725e-05,9.485529563317163e-07,9.485529563317163e-07
0,1.2048380450964503e-05,37,,,0.5,13,15,1.3295296054019488e-05,9.469822189663663e-07,9.469822189663663e-07
0,1.199330385592976e-05,38,,,0.5,13,23,1.3234014022594877e-05,9.423025333652517e-07,9.423025333652517e-07
0,1.1864533542754952e-05,39,,,0.5,13,63,1.3090755022867847e-05,9.3134265235144e-07,9.3134265235144e-07
0,1.1601495367310796e-05,40,,,0.5,13,513,1.2798209932234221e-05,9.088573351892737e-07,9.088573351892737e-07
0,1.1323333676017004e-05,41,,,0.5,13,5013,1.2488980033311279e-05,8.849206059776952e-07,8.849206059776952e-07
0,1.2118840859006084e-05,42,,,0.6,13,13,1.337376088158895e-05,9.529578029729561e-07,9.529578029729561e-07
0,1.210477569938348e-05,43,,,0.6,13,15,1.3358108870499136e-05,9.517651684340369e-07,9.517651684340369e-07
0,1.2062865974370795e-05,44,,,0.6,13,23,1.331147274976341e-05,9.482096243980631e-07,9.482096243980631e-07
0,1.1964691156503374e-05,45,,,0.6,13,63,1.3202237613474207e-05,9.398686707638894e-07,9.398686707638894e-07
0,1.1763218048404444e-05,46,,,0.6,13,513,1.297811796420355e-05,9.226934732921908e-07,9.226934732921908e-07
0,1.1548646541020912e-05,47,,,0.6,13,5013,1.2739505762821747e-05,9.043099857554316e-07,9.043099857554316e-07
0,1.2160051409317669e-05,48,,,0.7,13,13,1.3419647543230055e-05,9.564510303224916e-07,9.564510303224916e-07
0,1.2149304334433172e-05,49,,,0.7,13,15,1.3407687200431e-05,9.555407272298956e-07,9.555407272298956e-07
0,1.2117263600792637e-05,50,,,0.7,13,23,1.3372030417288683e-05,9.52825590029678e-07,9.52825590029678e-07
0,1.2042095994831691e-05,51,,,0.7,13,63,1.3288386198315717e-05,9.464484764285575e-07,9.464484764285575e-07
0,1.1887308983462527e-05,52,,,0.7,13,513,1.3116173787144363e-05,9.332822391149926e-07,9.332822391149926e-07
0,1.1721615154124444e-05,53,,,0.7,13,5013,1.2931872275892877e-05,9.191348976235046e-07,9.191348976235046e-07
0,,54,,,0.8,13,13,,,
0,,55,,,0.8,13,15,,,
0,,56,,,0.8,13,23,,,
0,,57,,,0.8,13,63,,,
0,,58,,,0.8,13,513,,,
0,,59,,,0.8,13,5013,,,
0,,60,,,0.9,13,13,,,
0,,61,,,0.9,13,15,,,
0,,62,,,0.9,13,23,,,
0,,63,,,0.9,13,63,,,
0,,64,,,0.9,13,513,,,
0,,65,,,0.9,13,5013,,,
0,,66,,,0.99,13,13,,,
0,,67,,,0.99,13,15,,,
0,,68,,,0.99,13,23,,,
0,,69,,,0.99,13,63,,,
0,,70,,,0.99,13,513,,,
0,,71,,,0.99,13,5013,,,
0,,72,,,0.999,13,13,,,
0,,73,,,0.999,13,15,,,
0,,74,,,0.999,13,23,,,
0,,75,,,0.999,13,63,,,
0,,76,,,0.999,13,513,,,
0,,77,,,0.999,13,5013,,,
