train_error,train_error_std,train_error_se,test_error,test_error_std,test_error_se
5.5638933643899726e-06,3.6570425908456914e-07,3.6570425908456914e-07,0.0001472619640706953,2.0328348878318303e-05,2.0328348878318303e-05
