,time_step,stimulus,type,familiarity,novelty,n_im
0,0,0,fam,0.001949317738791423,6.240275845170769,3
1,1,1,fam,0.00019493177387914224,8.542860938164816,3
2,2,2,fam,1.949317738791422e-05,10.845446031158861,3
3,3,0,fam,0.009001949317738789,4.710314134238466,3
4,4,1,fam,0.009000194931773876,4.710509042794486,3
5,5,2,fam,0.009000019493177384,4.710528535739665,3
6,6,0,fam,0.009009001949317735,4.709530984938373,3
7,7,1,fam,0.00900900019493177,4.709531179675387,3
8,8,2,fam,0.009009000019493174,4.709531199149089,3
9,9,0,fam,0.009009009001949314,4.70953020209596,3
10,10,1,fam,0.009009009000194928,4.709530202290697,3
11,11,2,fam,0.00900900900001949,4.70953020231017,3
12,12,0,fam,0.009009009009001945,4.709530201313118,3
13,13,1,fam,0.009009009009000191,4.709530201313313,3
14,14,2,fam,0.009009009009000014,4.709530201313332,3
15,15,0,fam,0.009009009009008999,4.709530201312336,3
16,16,1,fam,0.009009009009008997,4.709530201312336,3
17,17,2,fam,0.009009009009008997,4.709530201312336,3
18,18,0,fam,0.009009009009009005,4.709530201312335,3
19,19,1,fam,0.009009009009009005,4.709530201312335,3
20,20,2,fam,0.009009009009009005,4.709530201312335,3
21,21,0,fam,0.009009009009009005,4.709530201312335,3
22,22,1,fam,0.009009009009009005,4.709530201312335,3
23,23,2,fam,0.009009009009009005,4.709530201312335,3
24,24,0,fam,0.009009009009009005,4.709530201312335,3
25,25,1,fam,0.009009009009009005,4.709530201312335,3
26,26,2,fam,0.009009009009009005,4.709530201312335,3
27,27,0,fam,0.009009009009009005,4.709530201312335,3
28,28,1,fam,0.009009009009009005,4.709530201312335,3
29,29,2,fam,0.009009009009009005,4.709530201312335,3
30,30,0,fam,0.009009009009009005,4.709530201312335,3
31,31,1,fam,0.009009009009009005,4.709530201312335,3
32,32,2,fam,0.009009009009009005,4.709530201312335,3
33,33,0,fam,0.009009009009009005,4.709530201312335,3
34,34,1,fam,0.009009009009009005,4.709530201312335,3
35,35,2,fam,0.009009009009009005,4.709530201312335,3
36,36,0,fam,0.009009009009009005,4.709530201312335,3
37,37,1,fam,0.009009009009009005,4.709530201312335,3
38,38,2,fam,0.009009009009009005,4.709530201312335,3
39,39,0,fam,0.009009009009009005,4.709530201312335,3
40,40,1,fam,0.009009009009009005,4.709530201312335,3
41,41,2,fam,0.009009009009009005,4.709530201312335,3
42,42,0,fam,0.009009009009009005,4.709530201312335,3
43,43,1,fam,0.009009009009009005,4.709530201312335,3
44,44,2,fam,0.009009009009009005,4.709530201312335,3
45,45,0,fam,0.009009009009009005,4.709530201312335,3
46,46,1,fam,0.009009009009009005,4.709530201312335,3
47,47,2,fam,0.009009009009009005,4.709530201312335,3
48,48,0,fam,0.009009009009009005,4.709530201312335,3
49,49,1,fam,0.009009009009009005,4.709530201312335,3
50,50,2,fam,0.009009009009009005,4.709530201312335,3
51,51,0,fam,0.009009009009009005,4.709530201312335,3
52,52,1,fam,0.009009009009009005,4.709530201312335,3
53,53,3,nov,1.9493177387914002e-56,128.2772857738552,3
54,54,0,fam,0.009009009009009005,4.709530201312335,3
55,55,1,fam,0.009009009009009005,4.709530201312335,3
56,56,2,fam,9.009009009009001e-06,11.617285480294472,3
57,57,0,fam,0.009009009009009005,4.709530201312335,3
58,58,1,fam,0.009009009009009005,4.709530201312335,3
59,59,2,fam,0.009000009009009005,4.710529700645418,3
0,0,0,fam,0.001949317738791423,6.240275845170769,6
1,1,1,fam,0.00019493177387914224,8.542860938164816,6
2,2,2,fam,1.949317738791422e-05,10.845446031158861,6
3,3,3,fam,1.9493177387914217e-06,13.148031124152908,6
4,4,4,fam,1.9493177387914213e-07,15.450616217146953,6
5,5,5,fam,1.9493177387914208e-08,17.753201310140998,6
6,6,0,fam,9.001949317738782e-06,11.618069413220605,6
7,7,1,fam,9.00019493177387e-06,11.618264321776623,6
8,8,2,fam,9.000019493177379e-06,11.618283814721803,6
9,9,3,fam,9.00000194931773e-06,11.61828576403722,6
