exp_id,id_in_exp,yres,ypred,w
0,0,1.740546461759327e-06,0.016219297715361975,0.05
0,1,1.7526184197662338e-06,0.022576135044739747,0.05
0,2,2.3832354174832093e-05,0.030418160779497945,0.05
0,3,1.3578471474482662e-05,0.03711510224368672,0.05
0,4,7.749195640037153e-06,0.042083737710352245,0.05
1,0,6.55966949337881e-09,-8.099178657974406e-05,0.05
1,1,1.1304804570726705e-05,0.02043773817635707,0.05
1,2,7.942635760970264e-06,0.03181826822019663,0.05
1,3,3.0914474839371256e-06,0.03674174874266016,0.05
1,4,7.181096291498659e-06,0.03952024324023641,0.05
1,5,1.4004434595030173e-06,0.04051659666237457,0.05
1,6,6.585260851352598e-07,0.04118850379844681,0.05
2,0,2.623140478975541e-05,0.03242166035478295,0.05
2,1,3.006119650452661e-06,0.02293381649849477,0.05
2,2,5.8284799565823935e-06,0.02131422450417984,0.05
2,3,4.538707277529431e-06,0.01693042420131049,0.05
3,0,0.00011383856783930888,0.06563048417971515,0.05
3,1,1.1421343801790124e-05,0.07197954786943314,0.05
3,2,2.2592519118786835e-07,0.07597531588568852,0.05
3,3,4.6439482769233234e-05,0.07851465206516321,0.05
