exp_id,id_in_exp,yres,ypred,w
0,0,1.2439770256407923e-06,0.01601533718024676,0.2
0,1,2.5849045755019515e-06,0.022292236156799778,0.2
0,2,2.771341217098876e-05,0.03003564703206664,0.2
0,3,1.7236004473442906e-05,0.03664837327383074,0.2
0,4,5.082893217595269e-06,0.04155452727142416,0.2
1,0,6.3957288009061294e-09,-7.997330055028446e-05,0.14285714285714285
1,1,1.309911528263726e-05,0.02018073000694377,0.14285714285714285
1,2,5.847439141814685e-06,0.03141814787426549,0.14285714285714285
1,3,4.929666551134944e-06,0.036279714759060236,0.14285714285714285
1,4,1.0091618592810991e-05,0.03902326919730189,0.14285714285714285
1,5,2.8659330980308218e-06,0.04000709329907676,0.14285714285714285
1,6,1.7674344198001025e-06,0.04067055108417055,0.14285714285714285
2,0,2.222134577874987e-05,0.03201395224612531,0.25
2,1,2.0892381180021996e-06,0.022645419703062816,0.25
2,2,4.606150249343239e-06,0.021046194364297707,0.25
2,3,3.6768872646721446e-06,0.016717521124961117,0.25
3,0,0.00011186295462593293,0.06572347152294607,0.25
3,1,1.1510376748830406e-05,0.07199269461473183,0.25
3,2,1.9203251070733266e-07,0.07593821514203337,0.25
3,3,4.5503371919508965e-05,0.07844561872028867,0.25
