dN,tr_norm,sample_id
0.0,-0.003244766259991927,0
73.33333333333334,0.5885788863499088,0
146.66666666666669,1.1770523304730414,0
220.0,1.030246316485216,0
293.33333333333337,1.011890358411997,0
366.6666666666667,1.0109170432207157,0
476.6666666666667,1.010815666244328,0
0.0,-0.0024444049062031237,1
73.33333333333334,0.4664649949882418,1
146.66666666666669,0.8033539568515882,1
220.0,1.0919853389131196,1
293.33333333333337,1.1784818060270985,1
366.6666666666667,1.23562641557906,1
476.6666666666667,1.3038108946395797,1
0.0,-0.0021129780138693377,2
73.33333333333334,1.034821221773475,2
146.66666666666669,1.3726145770337352,2
220.0,1.3775809858900108,2
293.33333333333337,1.3781394085865084,2
366.6666666666667,1.3783621990994572,2
476.6666666666667,1.37872591294485,2
0.0,-0.0023977616666723822,3
73.33333333333334,0.4541649112684123,3
146.66666666666669,1.1580361453328099,3
220.0,1.259092494909217,3
293.33333333333337,1.268812322457899,3
366.6666666666667,1.2696627892087435,3
476.6666666666667,1.26980040140637,3
0.0,-0.002417722604585393,4
73.33333333333334,0.4380583174714765,4
146.66666666666669,1.0039079639901822,4
220.0,1.0168540269162492,4
293.33333333333337,1.0232336783652172,4
366.6666666666667,1.0270410199517386,4
476.6666666666667,1.0301561427120167,4
0.0,-0.003170871798642061,5
73.33333333333334,0.6207168787831161,5
146.66666666666669,0.6223162647890359,5
220.0,0.6218599673484946,5
293.33333333333337,0.6217333307824406,5
366.6666666666667,0.621698235292168,5
476.6666666666667,0.6216834715735067,5
0.0,-0.0030652410788611917,6
73.33333333333334,0.27630780191208393,6
146.66666666666669,1.123898911228806,6
220.0,1.2047067009484536,6
293.33333333333337,1.1888832207106332,6
366.6666666666667,1.1825467702179189,6
476.6666666666667,1.1792561104273236,6
0.0,-0.002530515050660709,7
73.33333333333334,0.7929728753876575,7
146.66666666666669,2.536747062885019,7
220.0,2.8119818803424623,7
293.33333333333337,2.819382711103678,7
366.6666666666667,2.8154788561080553,7
476.6666666666667,2.809460752985532,7
0.0,-0.003339880357099645,8
73.33333333333334,1.1309826204493192,8
146.66666666666669,1.283062438648032,8
220.0,1.3893428954182607,8
293.33333333333337,1.7423389918084113,8
366.6666666666667,1.8247136507178359,8
476.6666666666667,1.8316086325911816,8
0.0,-0.004145316056267445,9
73.33333333333334,0.1520339878610122,9
146.66666666666669,0.17020176421266875,9
220.0,0.19151137880618707,9
293.33333333333337,0.2749078256476696,9
366.6666666666667,0.42701730567060436,9
476.6666666666667,0.6233984553660783,9
0.0,-0.0031340760867926143,10
73.33333333333334,0.957913581731477,10
146.66666666666669,0.8354074450096978,10
220.0,0.8385905706111474,10
293.33333333333337,0.8387537674730929,10
366.6666666666667,0.8387598923280903,10
476.6666666666667,0.8387602186128851,10
0.0,-0.0036562512093016863,11
73.33333333333334,1.1174559915126774,11
146.66666666666669,1.2783694059792645,11
220.0,1.2892830284153871,11
293.33333333333337,1.2923772959613888,11
366.6666666666667,1.293771881348254,11
476.6666666666667,1.295301109257291,11
0.0,-0.004561156142270484,12
73.33333333333334,1.2230452773547473,12
146.66666666666669,1.829026881536883,12
220.0,2.331021968579271,12
293.33333333333337,2.4745683333875625,12
366.6666666666667,2.4940427789207806,12
476.6666666666667,2.497640771904277,12
0.0,-0.00682667263764869,13
73.33333333333334,1.777096807492134,13
146.66666666666669,2.21167265540479,13
220.0,2.2241945094170834,13
293.33333333333337,2.229418134400431,13
366.6666666666667,2.233439768769858,13
476.6666666666667,2.2376191278308344,13
0.0,-0.003830877917226694,14
73.33333333333334,0.5255483939801697,14
146.66666666666669,1.257805534544106,14
220.0,1.3944965015630777,14
293.33333333333337,1.4055302662932336,14
366.6666666666667,1.4028096208101004,14
476.6666666666667,1.3969264652654176,14
0.0,-0.0033383256584382792,15
73.33333333333334,0.6613050152729432,15
146.66666666666669,1.203623202952352,15
220.0,1.2491438659923333,15
293.33333333333337,1.2535299359744003,15
366.6666666666667,1.2554024042779017,15
476.6666666666667,1.2580915510395798,15
0.0,-0.003495773460685081,16
73.33333333333334,0.20436203209964243,16
146.66666666666669,0.34922997635255415,16
220.0,0.4611086996587237,16
293.33333333333337,0.5828918462687622,16
366.6666666666667,0.6677763561769527,16
476.6666666666667,0.7477896450221064,16
0.0,-0.002606394106179133,17
73.33333333333334,0.7947587739000714,17
146.66666666666669,2.238585339111245,17
220.0,3.162096620431093,17
293.33333333333337,3.7148084744552854,17
366.6666666666667,3.8020685376702072,17
476.6666666666667,3.7688038874513,17
0.0,-0.0025512360721011706,18
73.33333333333334,-0.007026723376196697,18
146.66666666666669,1.5719943727684775,18
220.0,3.350221369074447,18
293.33333333333337,4.526180531025138,18
366.6666666666667,4.764443370747436,18
476.6666666666667,4.805394303543601,18
0.0,-0.0025961654114528,19
73.33333333333334,0.5571708207639057,19
146.66666666666669,0.6193050756437171,19
220.0,0.624267699464075,19
293.33333333333337,0.6262287031083928,19
366.6666666666667,0.6272784500336284,19
476.6666666666667,0.6280160947405016,19
0.0,-0.0024135928382991167,20
73.33333333333334,0.5995223398840897,20
146.66666666666669,0.861859903124317,20
220.0,1.1282706068949766,20
293.33333333333337,1.2289321268348004,20
366.6666666666667,1.253308967288826,20
476.6666666666667,1.2608726006381663,20
0.0,-0.0031821294674923006,21
73.33333333333334,0.3721448983696989,21
146.66666666666669,0.5911893765862855,21
220.0,0.8099809870736789,21
293.33333333333337,1.2727615995591994,21
366.6666666666667,1.4806389848290487,21
476.6666666666667,1.5230152575875795,21
0.0,-0.0038286717906461654,22
73.33333333333334,0.6147076003929215,22
146.66666666666669,1.3021630179537038,22
220.0,1.6683579924168754,22
293.33333333333337,1.8002908086010991,22
366.6666666666667,1.880565289926137,22
476.6666666666667,2.001993125251748,22
0.0,-0.0019407793767300952,23
73.33333333333334,0.17290817831859484,23
146.66666666666669,0.5820457600647468,23
220.0,1.3430067245487691,23
293.33333333333337,1.9017397825219018,23
366.6666666666667,2.040520661061154,23
476.6666666666667,2.0713796610297175,23
0.0,-0.001894000179178068,24
73.33333333333334,0.7369018364927145,24
146.66666666666669,1.5519657057232557,24
220.0,1.7783728714418945,24
293.33333333333337,1.8830883319657603,24
366.6666666666667,1.940948915281633,24
476.6666666666667,1.9975771776369806,24
0.0,-0.00445356842610467,25
73.33333333333334,0.8074935569406467,25
146.66666666666669,1.0504948812230797,25
220.0,1.1725330448466125,25
293.33333333333337,1.2194897749761722,25
366.6666666666667,1.2381844336178516,25
476.6666666666667,1.2490790416013364,25
0.0,-0.0018930205820946178,26
73.33333333333334,2.1295754604649906,26
146.66666666666669,2.9578302886138186,26
220.0,3.3394994277413526,26
293.33333333333337,3.4505945480531297,26
366.6666666666667,3.472137410653218,26
476.6666666666667,3.477531349689663,26
0.0,-0.0037889151084606887,27
73.33333333333334,2.269085089127106,27
146.66666666666669,2.3125977915235456,27
220.0,2.260015525241209,27
293.33333333333337,2.234670253367228,27
366.6666666666667,2.21381888247706,27
476.6666666666667,2.185278224834266,27
0.0,-0.0032681576612241248,28
73.33333333333334,0.8435522911536371,28
146.66666666666669,1.0180200818427765,28
220.0,1.0464484916073933,28
293.33333333333337,1.052183022509492,28
366.6666666666667,1.0536808246577594,28
476.6666666666667,1.0542925806295176,28
0.0,-0.0017984135008002333,29
73.33333333333334,1.6079964801986983,29
146.66666666666669,1.7018403767266073,29
220.0,1.7096233185037535,29
293.33333333333337,1.712915909429216,29
366.6666666666667,1.7139447154998415,29
476.6666666666667,1.7141635438445222,29
0.0,-0.0016272708714697437,30
73.33333333333334,1.1084456909610034,30
146.66666666666669,1.1551949567255944,30
220.0,1.1686401292683797,30
293.33333333333337,1.1884635154964205,30
366.6666666666667,1.2097296940347577,30
476.6666666666667,1.2381108757290933,30
0.0,-0.004641060436743949,31
73.33333333333334,0.4841606258201161,31
146.66666666666669,1.0055271454194703,31
220.0,1.0607079049602472,31
293.33333333333337,1.0811252093804355,31
366.6666666666667,1.0898675417428152,31
476.6666666666667,1.0951382485864818,31
0.0,-0.0036511398354872604,32
73.33333333333334,1.7853717317613935,32
146.66666666666669,2.05540044158829,32
220.0,2.0545069053030627,32
293.33333333333337,2.052683722304957,32
366.6666666666667,2.0515261860133878,32
476.6666666666667,2.0504664844701805,32
0.0,-0.0031413558546793396,33
73.33333333333334,1.7315111589251957,33
146.66666666666669,1.9624727297980906,33
220.0,1.9922056151895304,33
293.33333333333337,2.0002980241950796,33
366.6666666666667,2.0005404588091675,33
476.6666666666667,1.9946708831547644,33
0.0,-0.002869747866181438,34
73.33333333333334,0.645056285503798,34
146.66666666666669,0.8491577192791351,34
220.0,1.0995451167430164,34
293.33333333333337,1.3507897149988881,34
366.6666666666667,1.479341247128194,34
476.6666666666667,1.5840431698840451,34
0.0,-0.0033817048693409735,35
73.33333333333334,0.22927364490720503,35
146.66666666666669,0.6170450643971617,35
220.0,0.7386241060118157,35
293.33333333333337,0.7817833346795744,35
366.6666666666667,0.794103837874861,35
476.6666666666667,0.798312330238016,35
0.0,-0.004243509638985232,36
73.33333333333334,0.9122380922502558,36
146.66666666666669,1.352018303797697,36
220.0,1.8323200302218048,36
293.33333333333337,2.1321855103011553,36
366.6666666666667,2.2472295504272135,36
476.6666666666667,2.3233965553215703,36
0.0,-0.0031949100576251777,37
73.33333333333334,1.199025009024365,37
146.66666666666669,1.9077268619214913,37
220.0,2.04646773416204,37
293.33333333333337,2.054014073378433,37
366.6666666666667,2.016082571045652,37
476.6666666666667,1.9924468371521535,37
0.0,-0.003098739452725763,38
73.33333333333334,1.2111735112798427,38
146.66666666666669,1.5335385536146735,38
220.0,1.648446945626415,38
293.33333333333337,1.7104506499791132,38
