resampling_id,train_rss,train_mse,train_nmse
0,1.526299924320728e-05,8.033157496424884e-07,0.0018543887226731455
1,1.5260747700887122e-05,8.031972474151117e-07,0.0017807967506065514
2,1.401909797404571e-05,7.378472617918794e-07,0.001601439942780632
3,1.4569001460948269e-05,7.667895505762247e-07,0.0016659426269208558
4,1.489354304898151e-05,7.838706867885005e-07,0.0017013547472543085
5,1.535590374187412e-05,8.082054600986379e-07,0.0021050285037872937
6,1.4744144864097168e-05,7.760076244261667e-07,0.0017210817318890337
7,1.4907826903793317e-05,7.846224686207009e-07,0.0017163147604836136
8,1.5177377898945095e-05,7.988093631023734e-07,0.0017332398990767609
9,1.4934169556023506e-05,7.860089240012371e-07,0.0017101283848246413
10,1.527344225146422e-05,8.038653816560116e-07,0.0017479959636303873
11,1.5317149620558513e-05,8.061657695030796e-07,0.0017535767547141822
12,1.3871153670185023e-05,7.300607194834223e-07,0.0016029978349104623
13,1.5192258627296365e-05,7.995925593313876e-07,0.0017903025436157762
14,1.5039865814246332e-05,7.915718849603333e-07,0.0017899472323575953
15,1.5112696622967456e-05,7.954050854193398e-07,0.0018371818557567107
16,7.328400818007103e-06,3.8570530621090014e-07,0.001024103083880739
17,1.4554672985068894e-05,7.660354202667838e-07,0.0018838649246185656
18,1.5340382262069934e-05,8.073885401089439e-07,0.0021244251416405726
19,1.208854887468099e-05,6.362394144568942e-07,0.0016093438252940014
