resampling_id,shift,coef
0,0.024174873221801906,0.02512711388220358
1,0.024347028836903897,0.02503856193707209
2,0.024762870927342917,0.02482466460962161
3,0.024737913137779347,0.02483750218573393
4,0.02381203478711848,0.025313747638765302
5,0.024245972235531005,0.025090542574558974
6,0.02447681932519946,0.02497180140654089
7,0.023931914792321884,0.02525208477846971
8,0.02447788072610076,0.024971255452147716
9,0.02463216133411336,0.024891897901553228
10,0.024421876440027274,0.025000062461809105
11,0.02436911029376071,0.02502720386458143
12,0.023662768419545014,0.025390526006891775
13,0.024111423415159636,0.025159750655584807
14,0.024072707939715866,0.025179664793472233
15,0.024125918928006727,0.025152294576632477
16,0.020326886175773842,0.025268072529909032
17,0.02538800274828166,0.025082618858123913
18,0.024398445607497793,0.025093674293681777
19,0.026360365040667327,0.025174531258347538
