n_im,steady,sample_id
3,1.5704484319897059,0
6,2.0133594995913926,0
9,2.185967660431958,0
12,2.216194325915993,0
3,1.705593495886674,1
6,2.1182490688794458,1
9,2.144296339128715,1
12,2.188562220968847,1
3,1.6918186886547315,2
6,1.6672168670035055,2
9,1.9894506352650763,2
12,2.027743474831036,2
3,1.6516156508183226,3
6,1.9979738524378128,3
9,2.162852912215224,3
12,2.197009716441846,3
3,1.9493573631711052,4
6,2.100091416671296,4
9,2.209524549214457,4
12,2.26933840516821,4
3,1.6225744203042438,5
6,1.9051467371599407,5
9,2.0527395628738505,5
12,2.1343721121636348,5
3,1.625826195370511,6
6,2.061927130738599,6
9,2.221259958992632,6
12,2.263989018968282,6
3,1.7093142232454452,7
6,1.7808963302982925,7
9,1.9769356598391843,7
12,2.100135079133928,7
3,1.5578605354934263,8
6,1.3905965354235938,8
9,1.8368320984184492,8
12,2.1104650749260183,8
3,1.7926949003931933,9
6,1.8268592703652022,9
9,1.9452193379712324,9
12,2.026056673766119,9
3,1.5836647301106865,10
6,1.857998911601957,10
9,1.9535151337768288,10
12,2.022749414783514,10
3,1.5932698028759353,11
6,1.9184509378092511,11
9,1.970974413761764,11
12,2.1121445493664806,11
3,1.4765978470805587,12
6,1.8759716981734156,12
9,1.9981896000801138,12
12,2.169635787990557,12
3,1.6982325465978363,13
6,1.8037763636520847,13
9,1.9976144838719727,13
12,2.0726612901953496,13
3,1.6334113687462186,14
6,1.8447286671638035,14
9,2.037250161531577,14
12,2.2000189515264905,14
3,1.689739416895058,15
6,1.9856235058095515,15
9,2.0591531236080476,15
12,2.2519011723681843,15
3,1.7586211677711459,16
6,1.6785334909896392,16
9,1.8643668699690361,16
12,1.979415322368663,16
3,1.7280046887702332,17
6,1.9219524076884307,17
9,2.0054099339791773,17
12,2.0621570398624782,17
3,1.6897096431475103,18
6,2.037207586000766,18
9,2.1453433897630796,18
12,2.2080991011669293,18
3,1.298510929742693,19
6,1.7580969403956874,19
9,1.817543128128118,19
12,2.0706123531548513,19
3,1.8549164245870788,20
6,1.9255923872111544,20
9,2.0058139003508297,20
12,2.173877292465666,20
3,1.661361660936609,21
6,1.8359183994539399,21
9,2.068690131237421,21
12,2.0677413606836006,21
3,1.8089750235177522,22
6,2.002014909282613,22
9,2.1635181390718694,22
12,2.235386287094092,22
3,1.5711656773182332,23
6,1.9928072653883422,23
9,2.053984864409152,23
12,2.2275581158783586,23
3,1.5801194810735544,24
6,2.039789359811858,24
9,2.0535519648756067,24
12,2.138434747468028,24
3,1.7265964003439984,25
6,1.967082379649547,25
9,2.168816386602896,25
12,2.238196802134273,25
3,1.7196755855048498,26
6,1.8720690528144177,26
9,2.130436281130216,26
12,2.268819131427641,26
3,1.8684954587144111,27
6,2.0735262723119994,27
9,2.1924379495863353,27
12,2.1757683999953135,27
3,1.8337555517939637,28
6,1.9168917530408,28
9,2.0981635629253943,28
12,2.2855576111525835,28
3,1.5952076927983363,29
6,1.6977024932811908,29
9,2.080073611437552,29
12,2.1692995655245784,29
3,1.8283357624635015,30
6,1.9771906994329862,30
9,2.1681506988266883,30
12,2.2872832131561593,30
3,1.8895406869484421,31
6,1.9827835333788002,31
9,2.147258140183706,31
12,2.2148931455291136,31
3,1.513929264937581,32
6,1.9978689360764874,32
9,2.118118037627672,32
12,2.199055760087434,32
3,1.7215906200240763,33
6,1.9033958771905093,33
9,2.1252825807632765,33
12,2.1811089959673677,33
3,1.4923732081247083,34
6,1.8513868011459786,34
9,2.07553681963755,34
12,2.128228059376175,34
3,1.548853956701877,35
6,1.9336393542756753,35
9,2.084752582476001,35
12,2.212130761220538,35
3,1.824323493318277,36
6,1.808532769383594,36
9,2.049859245737191,36
12,2.1625379712075254,36
3,1.6332417859747548,37
6,1.8400900331388963,37
9,2.058424435630612,37
12,2.207391441233155,37
3,1.5293320533233181,38
6,1.796142350972463,38
9,1.9798476790284854,38
12,2.0897416366127506,38
3,1.6012854812175383,39
6,1.8419618430519766,39
9,2.0866259195985917,39
12,2.108325012853635,39
3,1.6511494393299595,40
6,1.9253775819331571,40
9,2.009614906972662,40
12,2.096589453504951,40
3,1.7335321039588778,41
6,2.0778034315652807,41
9,2.113977646736223,41
12,2.198105436634782,41
3,1.6634588317114327,42
6,2.1339177704020056,42
9,2.2041093995423817,42
12,2.276858838825881,42
3,1.8654719134346704,43
6,1.931552416508333,43
9,2.152893772617063,43
12,2.125531895396717,43
3,1.1328114360035382,44
6,2.014015023266664,44
9,2.0750077116007066,44
12,2.2501895506204814,44
3,1.6409192270681139,45
6,1.8748485481345054,45
9,1.9819504032755686,45
12,2.13743887982276,45
3,1.5504250207928978,46
6,2.0041043249577792,46
9,2.1782507032689287,46
12,2.342137973823241,46
3,1.4575029109896696,47
6,1.8168371187529322,47
9,1.925293868687828,47
12,2.0529920103394623,47
3,1.437992530926309,48
6,1.687492532999092,48
9,1.9522082583811353,48
12,2.1043395286120536,48
3,1.5071296079243837,49
6,1.8556519481848877,49
9,2.0082568333500674,49
12,2.106912937935149,49
