exp_id,id_in_exp,yres,ypred,w
0,0,0.00025553933868707615,0.03088559785203782,0.05
0,1,5.229756597647142e-05,0.0311317056063194,0.05
0,2,1.7373183913357296e-05,0.03113188484883667,0.05
0,3,9.347245057610456e-05,0.031131884848839227,0.05
0,4,6.67181051226222e-05,0.031131884848839227,0.05
1,0,0.0,0.0,0.05
1,1,5.375653543663818e-05,0.031131884848839227,0.05
1,2,4.544933008710246e-06,0.031131884848839227,0.05
1,3,5.428912088076494e-05,0.031131884848839227,0.05
1,4,0.0001225031729993547,0.031131884848839227,0.05
1,5,0.00011168505784819391,0.031131884848839227,0.05
1,6,0.00011811592693889042,0.031131884848839227,0.05
2,0,1.4683341494761885e-05,0.031131884848839,0.05
2,1,0.0004133125802593103,0.0008699094871835282,0.05
2,2,0.00035632185437805495,2.3510538819595062e-05,0.05
2,3,0.00021902121028342323,6.348013361320615e-07,0.05
3,0,0.0006969811164531086,0.04989960007020522,0.05
3,1,0.00013367002646660374,0.08016157543186064,0.05
3,2,3.0337781773210113e-05,0.08100797438022456,0.05
3,3,8.70647639191324e-05,0.08103085011770805,0.05
