outer_resampling_id,train_mse
0,2.2589357434710827e-05
1,2.2891962569082595e-05
2,2.273700301487751e-05
3,2.2488653904889548e-05
4,2.2676547821263746e-05
5,2.2913600447707166e-05
6,2.127605802702273e-05
7,2.0720293682601223e-05
8,1.9107389618804032e-05
9,1.8423517613254646e-05
10,1.863644762728563e-05
11,1.8687804773066248e-05
12,2.2898911058797407e-05
13,2.2699253564440475e-05
14,2.256046291311345e-05
15,2.2227166760099543e-05
16,2.282108040065696e-05
17,2.2844726403244064e-05
18,2.2899194300702557e-05
19,2.2887837024454057e-05
