outer_resampling_id,train_mse
0,7.361634580609489e-06
1,7.976966474339728e-06
2,8.100902762161148e-06
3,7.867219398784108e-06
4,7.949899008533674e-06
5,8.152905293606798e-06
6,7.97213149020171e-06
7,8.133813397287108e-06
8,7.988184146837417e-06
9,7.777230429613211e-06
10,7.81079043092599e-06
11,7.790843907971888e-06
12,8.09974573590192e-06
13,7.079836681366591e-06
14,7.122875274052284e-06
15,7.513163771422209e-06
16,5.376088158615458e-06
17,7.68845345109699e-06
18,8.001116714157199e-06
19,7.770224313046289e-06
