resampling_id,train_rss,train_mse,train_nmse
0,0.00014135131007516868,7.439542635535194e-06,0.0171735758589599
1,0.00015329016784281646,8.067903570674551e-06,0.01788763159871596
2,0.00015513101891237663,8.164790469072455e-06,0.01772104100495443
3,0.00015071069416714363,7.932141798270718e-06,0.017233533157291273
4,0.00015225890245308213,8.01362644489906e-06,0.017393202252032083
5,0.00015618026819116642,8.220014115324548e-06,0.02140961038815584
6,0.00015320834253479897,8.063596975515735e-06,0.017883985944259533
7,0.0001559486784836629,8.20782518335068e-06,0.017954127082822395
8,0.00015297952955236306,8.051554186966477e-06,0.017470094381755983
9,0.0001490338296661686,7.84388577190361e-06,0.017066029781913
10,0.000149658409733058,7.876758407003052e-06,0.017127919942974808
11,0.00014928708834464465,7.857215176033929e-06,0.017091062918701567
12,0.00015539260905386945,8.178558371256287e-06,0.017957699971982075
13,0.00013252553141836305,6.975027969387529e-06,0.015617216755778143
14,0.00013737974187543546,7.230512730286077e-06,0.016350045391961433
15,0.00014465184713858065,7.613255112556876e-06,0.017584667752862753
16,0.0001036799560329251,5.456839791206585e-06,0.01448869478441171
17,0.00014570378107523095,7.668620056591102e-06,0.018858976964547077
18,0.00015421218823227277,8.116430959593303e-06,0.021356198576491195
19,0.00015035850401690058,7.913605474573714e-06,0.020017169349983533
