outer_resampling_id,train_mse
0,1.0887067089995671e-05
1,1.0852868974736403e-05
2,1.075980584086442e-05
3,1.0841264001984297e-05
4,1.0789591163206553e-05
5,1.0896117004865158e-05
6,9.435792109358833e-06
7,9.845672803643733e-06
8,9.267719157443514e-06
9,9.265602404785436e-06
10,9.69834887544712e-06
11,1.0058569323393053e-05
12,1.0703135469794097e-05
13,1.0270569985415462e-05
14,1.0059838529128113e-05
15,9.605751557786656e-06
16,1.0589907006089185e-05
17,1.0851833633072344e-05
18,1.0892332257167861e-05
19,1.0756517755533276e-05
